Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
"Total","Curtis Mead","TBR",25,61,58,10,8,1,0,1,4,3,1,0,17,1,0,0,2,2,0,0.172413793,23986
"Total","Ezequiel Tovar","COL",93,299,286,85,50,22,2,11,36,34,6,0,83,1,2,4,5,3,1,0.297202797,24064
"Total","Jhonkensy Noel","CLE",14,35,33,9,4,2,0,3,4,3,1,0,14,1,0,0,0,0,0,0.272727272,24257
"Total","Ceddanne Rafaela","BOS",89,259,248,62,42,9,2,9,34,43,5,0,61,2,3,1,4,11,4,0.25,24262
"Total","Johan Rojas","PHI",66,179,167,43,36,3,1,3,23,20,7,0,31,2,0,3,3,12,3,0.257485029,24336
"Total","J.P. Martinez","ATL",6,10,10,2,1,1,0,0,2,0,0,0,4,0,0,0,0,1,0,0.2,24451
"Total","Max Schuemann","OAK",73,216,187,51,42,5,0,4,31,16,23,0,60,3,2,1,2,10,1,0.272727272,24488
"Total","Richie Palacios","TBR",75,253,215,51,38,7,1,5,39,17,32,2,54,4,1,0,3,14,1,0.237209302,24589
"Total","Jonathan Ornelas","TEX",5,13,11,2,1,1,0,0,1,0,1,0,4,0,0,1,0,0,0,0.181818181,24597
"Total","Addison Barger","TOR",19,58,55,9,7,2,0,0,5,4,2,0,15,0,0,0,0,1,0,0.163636363,24598
"Total","Steven Kwan","CLE",69,222,202,64,45,11,2,6,34,21,16,0,15,3,0,1,4,3,2,0.316831683,24610
"Total","Jarren Duran","BOS",92,303,278,86,38,26,11,11,53,38,22,0,60,1,2,0,2,14,2,0.309352517,24617
"Total","Ryan Jeffers","MIN",73,213,180,43,21,12,0,10,28,38,19,0,37,9,4,1,5,2,0,0.238888888,24618
"Total","Owen Miller","MIL",6,8,8,2,2,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0.25,24655
"Total","Brendan Donovan","STL",87,287,256,71,49,13,0,9,31,36,24,0,38,6,1,0,2,3,3,0.27734375,24679
"Total","Jonah Bride","MIA",6,13,11,3,2,1,0,0,2,2,1,0,2,0,1,0,0,0,0,0.272727272,24703
"Total","Logan O'Hoppe","LAA",81,260,241,70,47,11,1,11,38,34,11,0,65,6,1,1,5,2,1,0.290456431,24729
"Total","James Outman","LAD",38,107,97,15,8,4,0,3,8,7,8,0,38,2,0,0,0,2,1,0.154639175,24770
"Total","David Villar","SFG",6,11,10,2,0,1,0,1,1,3,0,0,4,0,1,0,0,0,0,0.2,24782
"Total","Andy Pages","LAD",80,263,239,53,34,12,1,6,36,21,15,0,66,6,3,0,6,1,1,0.221757322,24816
"Total","David Fry","CLE",58,147,135,38,27,8,0,3,16,12,7,0,30,3,1,0,7,2,1,0.281481481,24934
"Total","Vinny Capra","MIL",2,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25040
"Total","Levi Jordan","CIN",3,5,5,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0.2,25138
"Total","Daniel Schneemann","CLE",35,96,84,17,7,6,1,3,9,13,10,0,26,0,2,0,1,1,0,0.202380952,25180
"Total","Michael Stefanic","LAA",9,27,23,3,2,1,0,0,0,4,3,0,2,1,0,0,1,0,0,0.130434782,25353
"Total","Austin Shenton","TBR",16,42,35,7,2,4,0,1,3,3,7,0,12,0,0,0,0,0,0,0.2,25425
"Total","Greg Jones","COL",4,6,5,1,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0.2,25448
"Total","Brenton Doyle","COL",90,296,262,73,47,11,2,13,44,41,24,1,77,2,4,4,9,18,5,0.278625954,25479
"Total","Joey Ortiz","MIL",71,200,172,48,31,11,2,4,24,24,24,0,26,1,3,0,3,4,3,0.279069767,25493
"Total","Cade Marlowe","SEA",1,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.5,25505
"Total","Aaron Schunk","COL",13,21,21,3,2,1,0,0,3,0,0,0,5,0,0,0,0,0,0,0.142857142,25524
"Total","Korey Lee","CHW",70,192,185,38,23,9,0,6,16,18,7,0,62,0,0,0,2,2,2,0.205405405,25543
"Total","Kyle McCann","OAK",36,105,93,28,21,3,0,4,11,10,12,1,34,0,0,0,2,0,0,0.301075268,25575
"Total","Marco Luciano","SFG",7,20,17,6,4,1,1,0,4,1,3,0,5,0,0,0,1,0,0,0.352941176,25616
"Total","Bryan Ramos","CHW",13,37,36,6,4,2,0,0,3,1,1,0,8,0,0,0,2,0,0,0.166666666,25621
"Total","Drew Millas","WSN",8,22,20,4,2,1,0,1,2,1,2,0,4,0,0,0,1,1,0,0.2,25643
"Total","Will Brennan","CLE",70,202,184,47,33,6,0,8,24,21,15,2,24,2,1,0,4,2,1,0.255434782,25660
"Total","Bobby Witt Jr.","KCR",99,369,334,113,69,21,8,15,65,58,26,4,59,5,4,0,2,18,6,0.338323353,25764
"Total","CJ Abrams","WSN",82,280,249,61,33,15,2,11,38,31,21,3,49,8,2,0,2,8,6,0.244979919,25768
"Total","Pedro Pages","STL",31,71,62,14,11,1,0,2,9,9,7,0,18,0,1,1,2,1,0,0.225806451,25782
"Total","Blake Sabol","SFG",11,34,28,9,7,2,0,0,3,1,5,1,8,1,0,0,0,0,0,0.321428571,25805
"Total","Jared Triolo","PIT",57,181,161,32,26,2,0,4,14,22,15,0,49,2,3,0,4,2,1,0.198757763,25807
"Total","Grae Kessinger","HOU",8,11,11,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,25813
"Total","Shea Langeliers","OAK",78,243,220,47,24,7,1,15,27,40,19,1,69,2,2,0,8,4,1,0.213636363,25816
"Total","Braden Shewmake","CHW",21,52,49,4,2,2,0,0,1,2,1,0,8,0,2,0,0,3,1,0.081632653,25817
"Total","Michael Toglia","COL",51,140,128,25,14,2,2,7,18,20,10,1,46,0,2,0,2,3,0,0.1953125,25845
"Total","Ryan Kreidler","DET",16,30,27,3,2,0,0,1,3,2,3,0,13,0,0,0,0,2,1,0.111111111,25867
"Total","Corbin Carroll","ARI",84,282,248,56,34,12,5,5,48,25,30,0,47,2,2,0,3,13,3,0.225806451,25878
"Total","Michael Harris II","ATL",60,177,163,38,28,4,2,4,17,14,12,1,36,1,1,0,4,8,4,0.233128834,25931
"Total","Kerry Carpenter","DET",45,136,121,36,16,9,4,7,20,27,10,1,35,2,2,0,1,0,1,0.297520661,25961
"Total","Orelvis Martinez","TOR",1,3,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333,25967
"Total","Riley Greene","DET",94,315,268,77,46,16,3,12,42,32,44,3,83,2,1,0,1,4,1,0.287313432,25976
"Total","Nasim Nunez","WSN",10,7,6,1,1,0,0,0,3,0,1,0,1,0,0,0,0,2,1,0.166666666,25979
"Total","Vaughn Grissom","BOS",22,71,66,9,9,0,0,0,1,1,4,0,13,1,0,0,2,0,0,0.136363636,26031
"Total","Francisco Alvarez","NYM",39,125,113,32,19,10,1,2,13,17,10,0,30,1,1,0,4,0,0,0.28318584,26121
"Total","Brett Baty","NYM",44,128,114,28,22,3,0,3,14,12,14,1,28,0,0,0,3,0,0,0.245614035,26123
"Total","Dominic Fletcher","CHW",23,67,63,12,8,4,0,0,3,6,3,0,21,0,0,1,1,0,0,0.19047619,26149
"Total","Kyle Stowers","BAL",14,36,35,11,6,4,0,1,3,9,0,0,13,0,1,0,0,0,1,0.314285714,26151
"Total","Andrew Vaughn","CHW",91,306,278,61,39,14,0,8,29,30,21,0,76,4,3,0,10,1,0,0.21942446,26197
"Total","Tyler Fitzgerald","SFG",31,49,42,14,7,3,1,3,10,6,7,0,14,0,0,0,0,3,2,0.333333333,26208
"Total","Darell Hernaiz","OAK",18,42,36,4,4,0,0,0,2,3,6,0,10,0,0,0,1,0,0,0.111111111,26224
"Total","Adley Rutschman","BAL",84,284,254,57,40,7,0,10,33,29,26,1,53,1,3,0,5,1,0,0.224409448,26288
"Total","Gunnar Henderson","BAL",88,310,277,82,46,14,1,21,61,43,29,1,67,3,1,0,1,9,2,0.29602888,26289
"Total","Bryson Stott","PHI",91,266,230,52,36,9,2,5,30,34,27,1,40,2,7,0,5,15,1,0.226086956,26294
"Total","Oliver Dunn","MIL",35,89,82,18,13,2,2,1,11,5,6,0,34,0,0,1,1,3,0,0.219512195,26295
"Total","Josh Jung","TEX",1,4,4,3,2,0,0,1,2,4,0,0,0,0,0,0,0,1,0,0.75,26299
"Total","Michael Busch","CHC",91,301,261,68,40,17,0,11,38,32,35,1,99,2,3,0,5,2,1,0.260536398,26319
"Total","Spencer Steer","CIN",92,291,259,60,34,12,2,12,34,39,29,0,63,3,0,0,3,8,0,0.231660231,26323
"Total","Jonny DeLuca","TBR",44,123,112,20,13,5,0,2,6,11,8,0,31,2,0,1,0,6,2,0.178571428,26365
"Total","JJ Bleday","OAK",97,333,296,70,36,23,3,8,36,24,36,2,63,1,0,0,5,0,1,0.236486486,26368
"Total","Josh Smith","TEX",91,269,229,62,38,15,1,8,32,30,29,1,49,11,0,0,3,1,1,0.270742358,26396
"Total","Kyren Paris","LAA",14,33,26,4,2,1,0,1,3,4,6,0,11,0,0,0,1,1,0,0.153846153,26420
"Total","Dominic Canzone","SEA",49,140,124,30,18,5,0,7,17,14,15,2,34,0,1,0,3,1,0,0.241935483,26438
"Total","Matt Wallner","MIN",20,54,44,12,5,3,0,4,5,9,5,0,23,4,1,0,0,0,0,0.272727272,26466
"Total","Luis Matos","SFG",32,90,88,21,17,2,0,2,7,16,2,0,8,0,0,0,4,0,0,0.238636363,26467
"Total","Davis Wendzel","TEX",9,12,11,2,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0.181818181,26469
"Total","Spencer Horwitz","TOR",37,129,108,34,23,7,0,4,16,9,16,1,21,4,1,0,1,0,0,0.314814814,26477
"Total","Noelvi Marte","CIN",20,66,61,10,7,2,0,1,7,6,2,0,19,2,1,0,0,1,0,0.163934426,26517
"Total","Angel Martinez","CLE",19,66,58,14,9,3,0,2,5,5,6,0,11,0,1,1,0,1,0,0.24137931,26540
"Total","Jonatan Clase","SEA",14,22,21,6,5,1,0,0,3,3,1,0,6,0,0,0,1,3,0,0.285714285,26599
"Total","Elly De La Cruz","CIN",94,275,245,67,33,15,6,13,48,32,29,1,87,1,0,0,6,30,4,0.273469387,26668
"Total","Austin Martin","MIN",37,96,88,22,14,7,0,1,22,7,8,0,21,0,0,0,2,5,1,0.25,27462
"Total","Spencer Torkelson","DET",49,171,154,30,18,10,0,2,18,11,13,0,47,3,0,0,3,0,0,0.194805194,27465
"Total","Tyler Soderstrom","OAK",49,154,135,29,18,4,0,7,10,17,15,1,44,3,1,0,7,0,0,0.214814814,27467
"Total","Zach DeLoach","CHW",8,21,18,2,1,1,0,0,1,1,3,0,7,0,0,0,0,0,0,0.111111111,27471
"Total","Jordan Walker","STL",13,35,32,7,3,3,1,0,1,3,1,0,10,0,2,0,2,0,0,0.21875,27475
"Total","Patrick Bailey","SFG",70,226,198,54,38,8,1,7,27,30,24,0,43,0,4,0,3,3,0,0.272727272,27478
"Total","Masyn Winn","STL",84,245,224,68,51,12,4,1,29,18,16,0,42,0,4,1,0,7,2,0.303571428,27479
"Total","Nick Gonzales","PIT",60,190,175,44,31,9,1,3,20,26,10,0,38,2,2,1,3,3,1,0.251428571,27490
"Total","Rece Hinds","CIN",9,25,23,10,1,4,1,4,6,8,1,0,6,1,0,0,0,1,0,0.434782608,27493
"Total","Justin Foscue","TEX",4,12,12,1,0,1,0,0,1,0,0,0,5,0,0,0,0,0,0,0.083333333,27501
"Total","Ha-Seong Kim","SDP",91,263,228,50,33,8,3,6,37,27,30,1,44,2,2,1,5,11,2,0.219298245,27506
"Total","David Hamilton","BOS",69,188,172,47,30,11,1,5,28,17,15,0,44,1,0,0,1,18,4,0.273255813,27531
"Total","Edouard Julien","MIN",57,175,150,31,21,4,0,6,22,16,24,0,61,1,0,0,1,6,0,0.206666666,27534
"Total","Duke Ellis","CHW",6,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,27543
"Total","Garrett Mitchell","MIL",14,39,33,8,5,2,0,1,4,3,6,0,12,0,0,0,1,2,0,0.242424242,27555
"Total","Austin Wells","NYY",61,179,152,34,18,9,0,7,23,20,22,0,34,1,3,1,2,1,0,0.22368421,27562
"Total","Casey Schmitt","SFG",11,31,31,6,4,1,0,1,4,3,0,0,6,0,0,0,1,0,0,0.193548387,27577
"Total","Jacob Hurtubise","CIN",27,59,48,9,7,1,1,0,7,4,6,0,15,2,1,2,0,2,0,0.1875,27599
"Total","Alika Williams","PIT",19,43,43,9,9,0,0,0,3,0,0,0,9,0,0,0,0,1,0,0.209302325,27604
"Total","Alec Burleson","STL",86,254,235,78,51,12,0,15,34,51,11,0,30,3,4,1,3,5,3,0.331914893,27615
"Total","Nick Loftin","KCR",38,109,94,16,12,4,0,0,9,7,13,0,18,0,1,1,3,1,0,0.170212765,27630
"Total","Anthony Volpe","NYY",99,331,306,75,51,14,5,5,49,30,19,0,73,3,1,1,3,13,2,0.245098039,27647
"Total","Vinnie Pasquantino","KCR",94,321,279,74,44,19,2,9,34,54,30,1,36,3,9,0,7,0,0,0.265232974,27676
"Total","Michael Massey","KCR",46,137,132,35,21,7,1,6,18,20,2,1,18,1,2,0,6,0,0,0.265151515,27684
"Total","Joey Wiemer","MIL",6,10,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,27690
"Total","Brett Wisely","SFG",49,135,128,31,23,5,1,2,14,12,6,0,30,0,1,0,2,1,2,0.2421875,27735
"Total","Pete Crow-Armstrong","CHC",59,166,150,29,18,5,3,3,11,16,9,0,46,2,1,4,1,16,0,0.193333333,27769
"Total","Evan Carter","TEX",42,124,112,24,11,6,2,5,18,12,10,0,32,1,1,0,1,2,0,0.214285714,27790
"Total","Jordan Westburg","BAL",89,291,271,76,43,18,4,11,36,35,13,0,54,6,1,0,3,4,1,0.280442804,27815
"Total","Matt Mervis","CHC",9,26,25,3,2,1,0,0,1,3,0,0,8,0,0,0,0,0,0,0.12,27845
"Total","Colt Keith","DET",89,291,267,69,49,8,2,10,35,36,21,1,49,2,1,0,3,4,1,0.258426966,27899
"Total","Adael Amador","COL",10,31,30,5,4,1,0,0,0,0,1,0,6,0,0,0,1,1,0,0.166666666,27962
"Total","Jackson Chourio","MIL",77,219,205,55,36,10,0,9,31,32,11,0,51,0,2,1,2,7,1,0.268292682,28806
"Total","Blake Dunn","CIN",7,5,4,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,29487
"Total","Jackson Merrill","SDP",87,247,233,74,54,9,3,8,29,35,11,1,51,1,0,2,1,8,2,0.317596566,29490
"Total","James Wood","WSN",17,42,38,8,6,1,0,1,5,7,3,0,20,1,0,0,0,1,2,0.210526315,29518
"Total","Ryan Bliss","SEA",18,37,33,7,5,2,0,0,5,3,1,0,10,1,0,2,1,1,2,0.212121212,29547
"Total","Ben Rice","NYY",27,86,74,16,7,4,0,5,8,17,9,0,23,1,2,0,1,0,1,0.216216216,29576
"Total","Colton Cowser","BAL",84,229,199,47,23,13,1,10,28,38,25,2,62,4,1,0,7,3,1,0.236180904,29591
"Total","Connor Norby","BAL",5,14,14,4,2,0,0,2,3,3,0,0,4,0,0,0,1,0,0,0.285714285,29592
"Total","Justyn-Henry Malloy","DET",35,105,93,18,11,1,0,6,10,12,10,0,38,1,1,0,0,1,1,0.193548387,29606
"Total","Henry Davis","PIT",25,70,59,6,4,1,0,1,7,4,8,0,32,0,2,0,1,0,0,0.101694915,29617
"Total","Sal Frelick","MIL",88,286,252,69,54,12,2,1,41,15,28,0,43,3,0,1,2,12,3,0.273809523,29622
"Total","Joey Loperfido","HOU",32,97,87,22,14,5,1,2,9,15,5,0,32,3,1,1,1,2,1,0.252873563,29630
"Total","Hunter Goodman","COL",33,82,77,13,7,3,0,3,6,10,3,0,25,1,1,0,2,1,1,0.168831168,29715
"Total","Zack Gelof","OAK",77,252,231,48,29,6,2,11,30,31,15,0,87,2,2,2,3,8,1,0.207792207,29766
"Total","Brett Harris","OAK",30,88,72,10,6,1,0,3,11,11,13,0,16,2,1,0,2,0,2,0.138888888,29788
"Total","Kyle Manzardo","CLE",29,69,65,14,6,8,0,0,3,4,2,0,18,1,1,0,0,0,0,0.215384615,29794
"Total","Jacob Young","WSN",78,223,200,46,36,10,0,0,27,11,10,0,49,6,1,6,6,13,2,0.23,29931
"Total","Tyler Black","MIL",12,32,28,6,5,1,0,0,1,1,4,0,12,0,0,0,0,3,0,0.214285714,29949
"Total","Christian Encarnacion-Strand","CIN",24,74,69,15,9,5,0,1,10,13,2,0,18,1,2,0,1,0,0,0.217391304,30011
"Total","Seiya Suzuki","CHC",71,248,223,60,36,11,2,11,29,37,18,0,80,4,3,0,2,5,2,0.269058295,30116
"Total","Oscar Colas","CHW",12,34,29,7,7,0,0,0,1,3,4,0,8,1,0,0,0,0,1,0.24137931,30162
"Total","Heston Kjerstad","BAL",23,63,51,13,9,1,0,3,6,10,9,2,19,3,0,0,0,1,0,0.25490196,31166
"Total","Zach Neto","LAA",94,303,277,63,32,20,0,11,34,36,16,0,70,7,1,2,7,12,3,0.227436823,31347
"Total","Victor Scott II","STL",14,39,35,2,0,2,0,0,1,2,1,0,7,1,2,0,0,1,0,0.057142857,31349
"Total","Graham Pauley","SDP",10,23,23,2,1,0,0,1,2,2,0,0,10,0,0,0,0,0,0,0.086956521,31363
"Total","Brooks Baldwin","CHW",7,22,21,2,2,0,0,0,1,1,1,0,8,0,0,0,0,1,0,0.095238095,31394
"Total","Tyler Locklear","SEA",8,26,25,5,3,1,0,1,2,2,0,0,10,1,0,0,2,1,0,0.2,31396
"Total","Jordan Beck","COL",20,62,61,13,8,3,0,2,4,8,0,0,24,0,1,0,0,2,0,0.213114754,31431
"Total","Trey Lipscomb","WSN",40,108,96,25,23,2,0,0,12,8,9,0,22,1,1,0,3,7,0,0.260416666,31567
"Total","Brooks Lee","MIN",16,55,51,12,9,1,0,2,5,9,3,0,7,0,1,0,3,1,0,0.235294117,31595
"Total","Nacho Alvarez Jr.","ATL",3,12,12,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.083333333,31765
"Total","Jackson Holliday","BAL",10,31,30,2,2,0,0,0,5,1,1,0,17,0,0,0,0,0,0,0.066666666,31781
"Total","Masataka Yoshida","BOS",50,139,124,38,30,6,0,2,16,17,9,0,20,6,0,0,1,0,0,0.306451612,31837
"Total","Nolan Schanuel","LAA",89,301,261,68,53,8,0,7,29,24,30,0,46,5,3,1,6,4,0,0.260536398,33189
"Total","Jacob Wilson","OAK",1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,33266
"Total","Wyatt Langford","TEX",75,245,227,52,36,13,1,2,22,27,16,0,48,1,1,0,4,8,1,0.229074889,33333
"Total","Jung Hoo Lee","SFG",31,96,89,25,20,4,0,1,11,3,6,0,6,1,0,0,0,2,2,0.280898876,33824
