Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
"Total","Kyren Paris","LAA",28,66,55,7,5,1,0,1,6,5,9,0,24,0,0,1,1,4,0,0.127272727,26420
"Total","Dominic Canzone","2 Tms",107,300,278,62,35,14,0,13,36,34,20,2,64,1,1,0,8,2,0,0.223021582,26438
"Total","Matt Wallner","MIN",81,242,196,51,26,11,1,13,40,42,29,1,81,16,1,0,1,2,1,0.260204081,26466
"Total","Luis Matos","SFG",90,246,234,52,39,9,1,3,18,27,10,0,30,1,0,1,6,2,0,0.222222222,26467
"Total","Davis Wendzel","TEX",9,12,11,2,2,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0.181818181,26469
"Total","Spencer Horwitz","TOR",40,125,103,31,22,5,0,4,15,12,17,1,22,5,0,0,1,0,0,0.300970873,26477
"Total","Noelvi Marte","CIN",43,122,115,30,19,8,0,3,14,14,6,0,32,1,0,0,1,7,1,0.260869565,26517
"Total","Angel Martinez","CLE",6,17,11,3,2,1,0,0,2,0,5,0,2,0,0,1,0,0,0,0.272727272,26540
"Total","Jonatan Clase","SEA",10,20,19,5,4,1,0,0,3,3,1,0,6,0,0,0,1,2,0,0.263157894,26599
"Total","Elly De La Cruz","CIN",183,556,497,126,68,23,13,22,98,67,57,4,177,1,1,0,12,50,10,0.253521126,26668
"Total","Austin Martin","MIN",34,91,83,22,14,7,0,1,21,7,8,0,18,0,0,0,2,5,1,0.26506024,27462
"Total","Spencer Torkelson","DET",207,703,626,140,81,37,0,22,82,74,64,0,188,9,3,0,14,3,0,0.223642172,27465
"Total","Tyler Soderstrom","OAK",91,267,237,45,31,4,0,10,19,23,25,1,79,3,2,0,12,0,0,0.189873417,27467
"Total","Zach DeLoach","CHW",8,21,18,2,1,1,0,0,1,1,3,0,7,0,0,0,0,0,0,0.111111111,27471
"Total","Jordan Walker","STL",127,385,348,98,65,19,2,12,39,40,29,0,91,5,3,0,6,6,4,0.281609195,27475
"Total","Patrick Bailey","SFG",148,437,392,90,59,22,1,8,40,56,35,0,108,3,5,2,5,2,0,0.229591836,27478
"Total","Masyn Winn","STL",109,311,278,74,57,13,2,2,27,26,23,0,55,0,6,4,1,7,3,0.26618705,27479
"Total","Nick Gonzales","PIT",78,234,213,54,38,11,1,4,23,30,11,0,54,4,4,2,3,3,2,0.253521126,27490
"Total","Justin Foscue","TEX",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27501
"Total","Ha-Seong Kim","SDP",226,687,582,140,102,19,3,16,96,63,88,3,136,5,8,4,9,39,7,0.240549828,27506
"Total","David Hamilton","BOS",71,197,179,43,26,11,1,5,27,16,17,0,49,1,0,0,1,20,1,0.240223463,27531
"Total","Edouard Julien","MIN",159,530,439,110,67,20,1,22,76,52,84,0,167,3,3,1,7,9,0,0.250569476,27534
"Total","Duke Ellis","CHW",6,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,27543
"Total","Garrett Mitchell","MIL",23,78,67,17,12,2,1,2,10,6,11,0,25,0,0,0,0,1,1,0.253731343,27555
"Total","Austin Wells","NYY",72,225,196,43,20,15,0,8,28,27,23,0,42,1,4,0,3,1,0,0.219387755,27562
"Total","Casey Schmitt","SFG",80,193,176,34,20,11,0,3,24,21,8,0,51,4,2,3,5,1,1,0.193181818,27577
"Total","Jacob Hurtubise","CIN",27,59,48,9,7,1,1,0,7,4,6,0,15,2,1,2,0,2,0,0.1875,27599
"Total","Alika Williams","PIT",48,116,108,26,21,5,0,0,7,4,6,0,30,1,0,1,1,1,0,0.24074074,27604
"Total","Alec Burleson","STL",184,538,491,134,86,29,1,18,57,64,32,0,71,6,4,2,15,8,2,0.272912423,27615
"Total","Nick Loftin","KCR",55,154,138,28,21,6,1,0,13,11,14,0,25,0,1,1,3,2,0,0.20289855,27630
"Total","Anthony Volpe","NYY",237,766,699,153,98,27,7,21,97,73,54,0,199,8,3,1,8,31,5,0.21888412,27647
"Total","Vinnie Pasquantino","KCR",142,475,420,105,56,30,2,17,50,67,44,3,57,4,6,0,8,0,0,0.25,27676
"Total","Michael Massey","KCR",161,481,451,108,67,19,1,21,50,63,22,1,95,3,4,1,7,4,1,0.239467849,27684
"Total","Joey Wiemer","MIL",111,299,260,44,27,11,0,6,32,26,32,0,81,5,2,0,3,8,2,0.169230769,27690
"Total","Brett Wisely","SFG",80,212,196,39,27,8,0,4,22,17,14,0,52,0,2,0,3,2,3,0.198979591,27735
"Total","Pete Crow-Armstrong","CHC",57,147,130,24,16,4,3,1,10,15,8,0,42,2,1,6,1,16,2,0.184615384,27769
"Total","Evan Carter","TEX",66,197,169,43,20,10,3,10,33,25,25,1,51,1,2,0,2,5,0,0.254437869,27790
"Total","Jordan Westburg","BAL",138,404,372,104,60,26,6,12,53,53,21,0,82,7,4,0,4,7,2,0.279569892,27815
"Total","Matt Mervis","CHC",36,106,96,15,10,2,0,3,9,11,8,0,29,1,0,0,1,0,0,0.15625,27845
"Total","Colt Keith","DET",78,255,238,59,43,8,1,7,25,29,14,1,43,2,1,0,3,4,1,0.247899159,27899
"Total","Adael Amador","COL",10,31,30,5,4,1,0,0,0,0,1,0,6,0,0,0,1,1,0,0.166666666,27962
"Total","Jasson Dominguez","NYY",8,26,24,7,2,1,0,4,6,7,2,0,6,0,0,0,0,1,0,0.291666666,28080
"Total","Junior Caminero","TBR",7,24,23,5,4,1,0,0,2,5,1,0,5,0,0,0,1,0,0,0.217391304,28163
"Total","Jackson Chourio","MIL",70,194,181,49,33,8,0,8,25,29,10,0,49,0,2,1,2,5,1,0.270718232,28806
"Total","Blake Dunn","CIN",7,5,4,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,29487
"Total","Jackson Merrill","SDP",83,231,217,71,52,9,2,8,32,34,11,1,43,1,0,2,0,8,2,0.32718894,29490
"Total","James Wood","WSN",6,15,12,5,3,1,0,1,4,5,3,0,5,0,0,0,0,0,1,0.416666666,29518
"Total","Ryan Bliss","SEA",17,37,33,7,5,2,0,0,5,3,1,0,10,1,0,2,1,1,1,0.212121212,29547
"Total","Ben Rice","NYY",16,47,40,13,6,3,0,4,5,12,6,0,6,0,1,0,1,0,1,0.325,29576
"Total","Colton Cowser","BAL",98,273,233,47,24,14,1,8,36,32,33,2,74,5,2,0,6,4,1,0.201716738,29591
"Total","Connor Norby","BAL",4,10,10,2,1,0,0,1,2,2,0,0,3,0,0,0,0,0,0,0.2,29592
"Total","Justyn-Henry Malloy","DET",25,73,64,10,6,1,0,3,5,4,7,0,27,1,1,0,0,1,1,0.15625,29606
"Total","Henry Davis","PIT",87,249,219,42,30,6,0,6,28,20,24,0,84,2,3,0,2,2,3,0.191780821,29617
"Total","Sal Frelick","MIL",136,444,386,102,80,17,2,3,65,33,50,0,74,4,3,0,4,18,2,0.264248704,29622
"Total","Joey Loperfido","HOU",24,70,64,19,13,5,0,1,6,11,3,0,24,2,0,1,1,2,1,0.296875,29630
"Total","Matt McLain","CIN",87,302,273,76,47,15,4,10,48,33,23,0,94,6,0,0,5,9,4,0.278388278,29695
"Total","Hunter Goodman","COL",51,140,128,23,12,6,2,3,10,22,8,0,42,1,3,0,4,2,1,0.1796875,29715
"Total","Zack Gelof","OAK",136,441,400,103,55,25,3,20,57,51,32,0,135,5,2,2,7,19,3,0.2575,29766
"Total","Brett Harris","OAK",20,59,47,7,3,1,0,3,9,9,9,0,11,2,1,0,1,0,1,0.14893617,29788
"Total","Kyle Manzardo","CLE",29,69,65,14,6,8,0,0,3,4,2,0,18,1,1,0,0,0,0,0.215384615,29794
"Total","Jacob Young","WSN",98,284,255,64,49,14,1,0,31,22,16,0,58,6,1,6,6,22,2,0.250980392,29931
"Total","Tyler Black","MIL",12,32,28,6,5,1,0,0,1,1,4,0,12,0,0,0,0,3,0,0.214285714,29949
"Total","Jordan Lawlar","ARI",10,22,21,3,3,0,0,0,2,0,0,0,8,1,0,0,0,0,0,0.142857142,29976
"Total","Christian Encarnacion-Strand","CIN",87,266,248,62,38,10,0,14,35,46,10,0,76,6,2,0,7,2,0,0.25,30011
"Total","Seiya Suzuki","CHC",193,627,560,152,90,30,6,26,76,81,55,1,167,5,7,0,8,7,5,0.271428571,30116
"Total","Oscar Colas","CHW",79,228,211,48,38,6,0,4,28,17,13,1,61,1,1,2,2,4,4,0.227488151,30162
"Total","Heston Kjerstad","BAL",29,78,68,17,10,2,0,5,7,13,7,1,24,2,0,0,0,0,0,0.25,31166
"Total","Zach Neto","LAA",163,531,479,103,56,32,0,15,56,58,31,0,127,15,4,2,11,13,5,0.215031315,31347
"Total","Victor Scott II","STL",18,52,48,4,1,3,0,0,4,2,1,0,11,1,2,0,0,2,0,0.083333333,31349
"Total","Graham Pauley","SDP",13,30,30,4,2,0,0,2,4,5,0,0,14,0,0,0,1,0,0,0.133333333,31363
"Total","Tyler Locklear","SEA",6,18,17,4,2,1,0,1,2,2,0,0,7,1,0,0,1,1,0,0.235294117,31396
"Total","Jordan Beck","COL",20,62,61,13,8,3,0,2,4,8,0,0,24,0,1,0,0,2,0,0.213114754,31431
"Total","Wade Meckler","SFG",19,55,48,10,9,1,0,0,6,3,6,0,23,1,0,0,0,0,0,0.208333333,31490
"Total","Trey Lipscomb","WSN",34,95,82,22,21,0,0,1,14,8,10,0,16,1,1,0,3,7,0,0.268292682,31567
"Total","Brooks Lee","MIN",5,16,15,7,5,1,0,1,2,6,0,0,2,0,1,0,2,0,0,0.466666666,31595
"Total","Jackson Holliday","BAL",10,31,30,2,2,0,0,0,5,1,1,0,17,0,0,0,0,0,0,0.066666666,31781
"Total","Masataka Yoshida","BOS",180,562,524,153,103,34,2,14,71,66,30,0,78,7,1,0,13,7,0,0.291984732,31837
"Total","Nolan Schanuel","LAA",107,368,321,85,70,7,0,8,44,26,35,1,58,7,3,1,8,2,0,0.264797507,33189
"Total","Wyatt Langford","TEX",65,204,189,50,38,10,1,1,19,22,14,1,37,1,0,0,5,6,1,0.264550264,33333
"Total","Jung Hoo Lee","SFG",35,112,101,28,23,4,0,1,11,5,9,0,8,1,1,0,0,2,3,0.277227722,33824
