Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
"Total","Luis Castillo","SEA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15689
"Total","Tyler O'Neill","2 Tms",124,364,331,76,47,14,0,15,49,35,30,1,110,2,1,0,8,4,0,0.22960725,15711
"Total","Tyler Wade","2 Tms",74,148,133,34,30,3,1,0,20,7,11,0,33,1,0,2,0,10,1,0.255639097,15730
"Total","Yonathan Daza","COL",20,51,45,12,8,4,0,0,7,5,3,0,8,1,1,1,3,0,0,0.266666666,15794
"Total","Miguel Andujar","2 Tms",61,191,182,46,32,10,0,4,15,24,8,0,29,0,1,0,4,2,1,0.252747252,15878
"Total","Luis Torrens","3 Tms",19,35,32,8,4,3,0,1,6,8,2,0,6,1,0,0,0,0,0,0.25,15905
"Total","Aledmys Diaz","OAK",91,227,211,43,29,11,1,2,13,13,8,0,46,6,1,1,5,1,0,0.203791469,15937
"Total","Austin Nola","SDP",40,100,81,9,8,0,0,1,7,7,13,0,24,2,0,4,2,0,0,0.111111111,15941
"Total","Clint Frazier","CHW",18,31,24,4,4,0,0,0,7,0,7,0,9,0,0,0,0,4,1,0.166666666,15983
"Total","Willy Adames","MIL",229,771,679,152,87,33,1,31,91,106,76,0,184,6,8,0,15,13,2,0.223858615,15986
"Total","Cody Bellinger","CHC",195,605,539,147,94,30,0,23,88,84,50,7,98,5,11,0,12,13,4,0.272727272,15998
"Total","Austin Slater","SFG",59,87,74,18,14,2,0,2,8,9,11,0,27,1,1,0,1,0,1,0.243243243,16153
"Total","J.D. Davis","3 Tms",167,490,430,105,70,20,1,14,55,54,46,0,132,8,4,0,14,0,0,0.244186046,16219
"Total","Trea Turner","PHI",195,624,583,171,113,33,4,21,95,67,35,0,133,6,0,0,8,32,0,0.293310463,16252
"Total","Kyle Freeland","COL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16256
"Total","Nick Gordon","2 Tms",104,280,267,57,35,11,2,9,31,33,10,0,56,0,2,1,4,5,4,0.213483146,16337
"Total","Pablo Reyes","BOS",69,170,153,37,30,5,0,2,22,17,13,0,28,1,1,2,3,6,4,0.241830065,16357
"Total","Oscar Mercado","STL",11,21,20,4,2,2,0,0,2,0,1,0,3,0,0,0,0,1,0,0.2,16375
"Total","Michael Conforto","SFG",185,558,481,114,69,24,2,19,66,68,67,5,120,5,5,0,11,2,0,0.237006237,16376
"Total","Francisco Mejia","TBR",44,129,120,28,13,10,0,5,18,19,6,0,32,1,2,0,2,0,0,0.233333333,16403
"Total","Jordan Luplow","2 Tms",19,30,26,4,4,0,0,0,4,1,3,0,8,1,0,0,1,1,0,0.153846153,16424
"Total","Thairo Estrada","SFG",188,604,568,149,97,30,2,20,79,68,21,0,128,12,3,0,14,18,5,0.262323943,16426
"Total","Christian Arroyo","BOS",49,141,131,34,21,12,0,1,15,15,6,0,27,1,2,1,4,1,3,0.259541984,16434
"Total","Ryan O'Hearn","BAL",182,590,547,160,105,31,1,23,77,92,36,4,101,3,4,0,5,7,1,0.29250457,16442
"Total","Luis Guillorme","3 Tms",74,192,171,42,29,11,1,1,14,14,18,1,34,0,2,1,8,1,1,0.245614035,16451
"Total","Rhys Hoskins","MIL",66,218,189,43,26,7,0,10,23,33,22,0,58,5,1,0,6,2,0,0.227513227,16472
"Total","Kyle Schwarber","PHI",215,681,549,108,46,19,1,42,108,98,121,7,191,5,6,0,4,0,2,0.196721311,16478
"Total","Forrest Wall","ATL",19,40,35,9,7,2,0,0,6,1,5,0,10,0,0,0,0,6,4,0.257142857,16496
"Total","Matt Chapman","2 Tms",223,742,651,141,75,43,2,21,91,65,79,1,208,10,2,0,10,8,1,0.216589861,16505
"Total","Isiah Kiner-Falefa","2 Tms",164,476,439,116,86,17,2,11,48,57,27,0,82,4,3,3,13,13,6,0.264236902,16512
"Total","Mauricio Dubon","HOU",186,542,515,139,98,32,1,8,73,53,18,0,75,3,5,1,9,7,2,0.269902912,16530
"Total","Danny Jansen","TOR",120,370,328,74,36,23,0,15,44,46,30,0,72,11,1,0,3,0,0,0.225609756,16535
"Total","Ozzie Albies","ATL",220,776,690,168,97,34,5,32,102,119,63,2,131,12,9,0,9,13,1,0.24347826,16556
"Total","Connor Joe","PIT",177,459,409,94,55,26,3,10,59,36,42,0,110,7,1,0,6,4,5,0.22982885,16572
"Total","Yandy Diaz","TBR",216,757,674,198,142,37,1,18,95,78,73,0,120,9,1,0,21,0,1,0.293768545,16578
"Total","Kevin Padlo","LAA",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16593
"Total","Luis Urias","3 Tms",62,176,148,27,17,8,0,2,14,18,17,0,44,10,0,0,3,0,0,0.182432432,16622
"Total","Greg Allen","NYY",15,23,19,5,2,1,1,1,5,1,1,0,7,2,0,1,0,3,1,0.263157894,16623
"Total","Brian O'Keefe","SEA",8,15,13,2,0,2,0,0,0,2,2,0,3,0,0,0,2,0,0,0.153846153,16680
"Total","Jason Vosler","CIN",17,52,49,7,3,2,0,2,4,5,3,0,21,0,0,0,0,0,0,0.142857142,16686
"Total","Jose Trevino","NYY",91,225,209,47,37,4,0,6,21,25,11,0,36,3,1,1,10,0,0,0.224880382,16725
"Total","Jonah Heim","TEX",199,621,570,140,91,28,0,21,69,98,46,2,128,2,3,0,12,2,0,0.245614035,16930
"Total","Lane Thomas","WSN",206,679,622,145,90,27,4,24,89,83,37,0,191,11,9,0,3,21,11,0.233118971,16939
"Total","Derek Hill","2 Tms",21,58,55,9,9,0,0,0,0,2,3,0,15,0,0,0,0,2,0,0.163636363,16947
"Total","Chadwick Tromp","ATL",20,54,52,13,7,6,0,0,3,5,1,0,19,0,1,0,1,0,0,0.25,16953
"Total","Gleyber Torres","NYY",238,811,726,188,129,36,2,21,97,78,72,0,138,4,8,1,18,12,5,0.258953168,16997
"Total","Edmundo Sosa","PHI",115,275,254,61,41,11,2,7,30,29,8,0,69,8,2,2,9,6,1,0.24015748,17022
"Total","Alex Verdugo","2 Tms",217,700,643,173,101,48,4,20,97,79,47,1,102,2,8,0,11,2,2,0.269051321,17027
"Total","Jose Herrera","ARI",41,101,87,18,15,3,0,0,10,8,11,0,22,0,1,2,2,0,0,0.206896551,17040
"Total","Meibrys Viloria","CLE",3,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17109
"Total","Ramon Laureano","3 Tms",114,332,290,55,37,10,2,6,33,24,30,0,100,11,1,0,5,7,0,0.189655172,17128
"Total","Chad Wallach","LAA",47,109,99,17,11,2,1,3,7,4,8,0,37,0,0,2,3,0,1,0.171717171,17161
"Total","Yoan Moncada","CHW",96,315,292,75,45,20,2,8,36,28,20,0,89,2,1,0,5,2,0,0.256849315,17232
"Total","Jorge Mateo","BAL",139,318,289,53,31,15,1,6,47,32,17,0,84,0,6,5,8,18,6,0.183391003,17273
"Total","Alex Jackson","TBR",23,53,49,3,0,2,0,1,4,3,3,0,22,0,0,1,1,0,0,0.061224489,17276
"Total","Michael Chavis","WSN",25,26,25,4,4,0,0,0,8,0,1,0,10,0,0,0,1,0,0,0.16,17321
"Total","Cole Tucker","2 Tms",17,39,33,8,3,4,1,0,4,3,4,0,10,1,1,0,0,2,1,0.242424242,17326
"Total","Willi Castro","MIN",190,555,480,122,74,27,9,12,84,47,49,1,136,21,4,1,6,32,7,0.254166666,17338
"Total","Rafael Devers","BOS",220,687,592,168,89,35,2,42,107,112,83,17,126,6,6,0,19,5,0,0.283783783,17350
"Total","Jose Siri","TBR",167,472,429,93,47,17,2,27,69,61,32,0,165,7,2,2,7,18,9,0.216783216,17452
"Total","Eloy Jimenez","CHW",160,535,498,128,87,21,0,20,53,60,35,1,105,0,2,0,16,1,0,0.257028112,17484
"Total","Taylor Ward","LAA",174,587,511,112,69,23,0,20,76,66,60,0,135,10,6,0,13,5,4,0.219178082,17548
"Total","Myles Straw","CLE",129,366,323,77,61,13,2,1,37,23,32,0,71,2,5,4,7,14,5,0.238390092,17620
"Total","Alex Bregman","HOU",230,765,667,187,124,34,4,25,104,94,87,0,106,8,3,0,22,3,1,0.28035982,17678
"Total","Kevin Newman","2 Tms",109,264,241,62,48,13,0,1,27,27,13,0,38,3,4,3,7,7,2,0.25726141,17696
"Total","Matt Beaty","2 Tms",27,65,55,14,10,4,0,0,7,4,6,0,12,4,0,0,1,0,0,0.254545454,17710
"Total","Josh Lester","BAL",9,21,20,4,4,0,0,0,0,4,1,0,7,0,0,0,1,0,0,0.2,17737
"Total","DJ Stewart","NYM",111,289,245,56,30,11,0,15,29,40,35,0,78,6,2,0,6,1,1,0.228571428,17766
"Total","Jakson Reetz","SFG",3,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,17837
"Total","Willie Calhoun","2 Tms",95,298,269,72,45,20,0,7,32,27,27,2,39,0,2,0,4,0,1,0.267657992,17838
"Total","Tyler Nevin","2 Tms",79,190,164,32,24,4,1,3,16,11,21,0,45,4,1,0,4,1,0,0.195121951,17893
"Total","Andrew Benintendi","CHW",207,698,634,159,118,33,1,7,72,49,58,6,101,2,4,0,15,14,3,0.250788643,17901
"Total","Brendan Rodgers","COL",109,353,332,89,64,18,2,5,34,35,19,1,84,1,1,0,8,1,0,0.268072289,17907
"Total","Ian Happ","CHC",231,772,638,160,89,42,4,25,93,101,120,3,184,8,6,0,6,18,4,0.250783699,17919
"Total","Isan Diaz","2 Tms",8,24,22,1,1,0,0,0,0,1,2,0,8,0,0,0,0,0,0,0.045454545,17922
"Total","Cedric Mullins","BAL",181,542,492,115,67,23,4,21,69,80,42,1,125,2,5,0,4,30,5,0.233739837,17929
"Total","Andrew Stevenson","MIN",17,34,31,6,5,1,0,0,4,1,2,0,7,1,0,0,0,3,1,0.193548387,17932
"Total","Sam Hilliard","2 Tms",40,80,73,18,11,5,0,2,17,5,6,0,32,0,0,1,1,5,1,0.246575342,17954
"Total","Ty France","SEA",224,727,636,148,102,33,0,13,72,55,53,0,143,36,2,0,27,0,0,0.232704402,17982
"Total","Tyler Stephenson","CIN",198,547,487,111,75,22,2,12,58,55,50,0,140,8,2,0,15,1,1,0.227926078,17988
"Total","David Fletcher","2 Tms",30,69,63,17,15,1,0,1,5,9,5,0,5,0,0,1,0,0,0,0.269841269,17992
"Total","Paul DeJong","4 Tms",173,511,478,109,67,18,0,24,56,57,22,0,155,10,1,0,15,5,4,0.228033472,18015
"Total","Harrison Bader","3 Tms",156,415,387,94,72,15,0,7,51,44,16,0,83,6,5,1,8,26,8,0.242894056,18030
"Total","Mark Mathias","2 Tms",12,22,20,4,4,0,0,0,1,4,2,0,4,0,0,0,3,1,0,0.2,18032
"Total","Jake Cronenworth","SDP",203,626,549,140,83,33,5,19,78,79,56,2,101,10,6,2,11,6,3,0.255009107,18036
"Total","Dylan Moore","SEA",108,244,208,41,21,10,2,8,29,23,24,0,76,10,1,1,6,14,2,0.197115384,18042
"Total","Sam Haggerty","SEA",26,38,32,8,7,1,0,0,4,1,6,0,10,0,0,0,0,6,0,0.25,18054
"Total","Kyle Garlick","MIN",4,8,7,2,0,1,0,1,1,2,1,0,1,0,0,0,0,0,0,0.285714285,18063
"Total","Garrett Stubbs","PHI",66,166,151,30,22,5,1,2,18,15,12,0,43,2,0,1,0,5,0,0.198675496,18067
"Total","Nathan Lukes","TOR",16,26,22,5,3,1,1,0,2,2,3,0,6,0,1,0,0,0,0,0.227272727,18123
"Total","LaMonte Wade Jr.","SFG",187,607,498,134,96,17,2,19,81,55,98,5,117,7,4,0,6,2,1,0.269076305,18126
"Total","Seth Brown","OAK",170,492,449,96,55,21,1,19,42,61,39,1,142,1,2,1,7,5,2,0.213808463,18171
"Total","Brett Sullivan","SDP",35,79,76,14,11,3,0,0,4,4,2,0,17,0,1,0,0,0,0,0.184210526,18217
"Total","Brian Anderson","2 Tms",88,273,242,57,37,11,2,7,31,34,25,0,82,3,3,0,10,0,2,0.23553719,18289
"Total","Dansby Swanson","CHC",216,724,646,147,95,28,3,21,78,77,70,1,181,6,2,0,11,8,1,0.227554179,18314
"Total","Edwin Rios","2 Tms",18,34,28,2,0,1,0,1,3,2,5,0,16,1,0,0,0,0,0,0.071428571,18316
"Total","Josh Sborz","TEX",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,18323
"Total","Kyle Tucker","HOU",199,598,495,139,78,29,2,30,102,90,88,10,88,1,7,0,10,29,3,0.28080808,18345
"Total","Daz Cameron","OAK",20,56,52,7,6,0,0,1,6,2,3,0,13,1,0,0,2,1,0,0.134615384,18353
"Total","Austin Riley","ATL",226,784,708,198,120,39,5,34,125,99,57,2,191,11,8,0,13,3,1,0.279661016,18360
"Total","Victor Robles","2 Tms",47,117,96,24,19,3,1,1,12,8,12,0,21,4,1,4,3,10,1,0.25,18363
"Total","Ryan Mountcastle","BAL",180,546,501,123,82,25,2,14,66,66,34,0,132,3,8,0,14,3,0,0.245508982,18373
"Total","Travis Blankenhorn","WSN",10,31,26,4,3,0,0,1,2,1,5,0,6,0,0,0,0,0,0,0.153846153,18395
"Total","Juan Yepez","2 Tms",17,38,34,8,5,3,0,0,2,1,3,0,11,1,0,0,2,0,1,0.235294117,18400
"Total","Ronald Acuna Jr.","ATL",201,754,660,213,139,34,5,35,151,95,81,0,107,11,2,0,15,72,13,0.322727272,18401
"Total","Ali Sanchez","MIA",7,18,15,4,4,0,0,0,0,0,1,0,4,1,0,1,0,0,0,0.266666666,18551
"Total","Trent Grisham","2 Tms",178,500,419,73,35,23,1,14,62,46,70,1,145,5,2,2,8,11,2,0.174224343,18564
"Total","Luis Arraez","2 Tms",214,720,670,234,186,34,4,10,90,65,41,11,24,5,3,1,22,6,3,0.349253731,18568
"Total","Ke'Bryan Hayes","PIT",178,551,513,121,85,24,4,8,59,50,33,0,116,2,3,0,10,11,5,0.235867446,18577
"Total","Jared Walsh","2 Tms",50,148,133,21,13,3,0,5,17,17,14,0,59,1,0,0,3,0,0,0.157894736,18607
"Total","Ramon Urias","BAL",136,373,341,90,64,17,2,7,46,31,25,0,88,6,1,0,5,1,0,0.263929618,18795
"Total","Andy Ibanez","DET",118,320,298,73,51,16,1,5,32,30,20,0,66,1,0,1,7,0,1,0.244966442,18819
"Total","Jose Azocar","SDP",58,83,74,20,15,3,0,2,16,9,6,0,21,1,0,2,1,7,1,0.27027027,18821
"Total","Josh Naylor","CLE",191,588,524,150,92,30,0,28,71,121,49,13,89,4,10,0,17,5,2,0.286259541,18839
"Total","Jahmai Jones","2 Tms",18,22,18,3,3,0,0,0,3,1,1,0,7,2,0,1,0,1,1,0.166666666,18872
"Total","Brandon Lowe","TBR",147,508,438,101,53,19,3,26,70,78,58,1,138,9,3,0,11,8,0,0.230593607,18882
"Total","Seby Zavala","3 Tms",69,165,150,23,14,3,0,6,16,14,11,0,58,1,1,2,5,0,0,0.153333333,18887
"Total","Danny Mendick","2 Tms",42,112,106,16,10,4,0,2,11,6,4,0,28,2,0,0,4,3,0,0.150943396,18889
"Total","Leody Taveras","TEX",218,630,581,155,102,32,5,16,73,68,43,0,126,0,4,2,5,17,5,0.266781411,18900
"Total","Estevan Florial","2 Tms",52,158,137,24,13,5,3,3,15,15,17,0,54,2,1,1,1,5,1,0.175182481,19151
"Total","Zack Collins","CLE",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19181
"Total","Will Smith","LAD",191,631,543,139,91,23,3,22,90,92,59,0,110,16,13,0,8,0,1,0.255985267,19197
"Total","Yuli Gurriel","MIA",89,223,205,50,30,15,2,3,24,16,16,1,32,1,1,0,10,3,0,0.243902439,19198
"Total","Taylor Kohlwey","SDP",5,12,12,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0.166666666,19212
"Total","Lourdes Gurriel Jr.","ARI",211,680,638,155,89,36,2,28,76,98,31,0,137,7,4,0,23,5,1,0.242946708,19238
"Total","Pete Alonso","NYM",229,750,655,148,74,27,2,45,97,122,71,5,164,19,5,0,22,4,0,0.225954198,19251
"Total","Cavan Biggio","2 Tms",156,432,366,77,53,13,0,11,60,42,49,0,118,14,1,0,0,7,1,0.210382513,19252
"Total","Jake Fraley","CIN",168,514,460,123,83,23,2,15,55,70,47,2,102,5,2,0,8,28,8,0.267391304,19260
"Total","Garrett Hampson","2 Tms",108,230,206,58,47,7,1,3,30,18,16,0,64,3,2,3,2,5,0,0.281553398,19262
"Total","Stone Garrett","WSN",65,129,112,31,21,8,0,2,19,13,14,0,37,1,2,0,2,1,1,0.276785714,19273
"Total","Adolis Garcia","TEX",224,718,645,148,75,31,0,42,110,107,58,0,203,8,7,0,13,15,3,0.229457364,19287
"Total","Randy Arozarena","TBR",229,780,662,155,101,28,3,23,97,86,88,0,192,23,7,0,11,23,14,0.234138972,19290
"Total","Armando Alvarez","OAK",6,16,14,4,4,0,0,0,5,1,2,0,2,0,0,0,1,1,0,0.285714285,19292
"Total","Nick Senzel","2 Tms",134,373,331,61,41,12,0,8,44,33,37,0,96,2,2,0,7,3,1,0.18429003,19293
"Total","Nick Solak","ATL",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19294
"Total","Alex Call","WSN",110,289,247,43,31,7,1,4,31,24,32,0,52,7,0,3,0,7,5,0.174089068,19296
"Total","Matt Thaiss","LAA",119,336,288,64,43,11,0,10,37,35,41,1,95,4,3,0,4,2,0,0.222222222,19318
"Total","Bryan Reynolds","PIT",225,711,624,164,91,35,8,30,91,89,70,3,156,11,6,0,8,10,0,0.262820512,19326
"Total","Nicky Lopez","3 Tms",150,443,388,92,71,16,4,1,42,33,42,0,70,5,1,7,5,7,6,0.237113402,19339
"Total","Eli White","ATL",7,15,15,2,1,0,0,1,3,1,0,0,7,0,0,0,0,0,0,0.133333333,19346
"Total","Sean Murphy","ATL",128,402,345,85,49,16,0,20,54,65,42,0,94,14,1,0,16,0,0,0.246376811,19352
"Total","Luke Raley","2 Tms",191,568,508,127,65,31,5,26,77,70,32,0,177,24,2,2,3,20,3,0.25,19354
"Total","Weston Wilson","PHI",8,15,14,4,4,0,0,0,2,1,1,0,3,0,0,0,0,2,0,0.285714285,19358
"Total","Austin Hays","BAL",175,484,446,120,77,29,1,13,61,53,26,0,117,7,5,0,4,4,2,0.269058295,19363
"Total","Trenton Brooks","SFG",12,29,25,3,3,0,0,0,3,1,4,0,6,0,0,0,1,1,0,0.12,19384
"Total","Zach McKinstry","DET",199,613,556,123,81,25,5,12,65,43,48,0,149,5,3,1,4,18,6,0.221223021,19392
"Total","Brian Serven","2 Tms",13,30,28,4,3,1,0,0,1,1,1,0,12,1,0,0,0,0,0,0.142857142,19422
"Total","Yonny Hernandez","LAD",12,18,14,0,0,0,0,0,2,1,2,0,6,1,1,0,0,0,0,0,19432
"Total","Jake Rogers","DET",141,385,353,76,49,10,0,17,47,40,25,0,125,4,2,1,6,1,0,0.21529745,19452
"Total","Andruw Monasterio","MIL",99,262,239,58,44,11,1,2,31,25,19,0,59,3,1,0,6,6,1,0.242677824,19455
"Total","Cooper Hummel","2 Tms",8,16,14,2,1,1,0,0,1,0,2,0,6,0,0,0,1,1,0,0.142857142,19458
"Total","Tommy Edman","STL",119,360,322,79,53,15,4,7,47,30,26,1,54,6,4,2,6,19,3,0.245341614,19470
"Total","Kyle Lewis","ARI",12,24,22,2,1,1,0,0,0,0,2,0,11,0,0,0,0,0,0,0.09090909,19508
"Total","Andrew Knizner","2 Tms",81,210,196,46,32,8,0,6,19,25,10,0,52,3,1,0,4,2,0,0.234693877,19514
"Total","TJ Friedl","CIN",156,518,458,116,72,20,5,19,71,67,42,1,80,10,3,5,0,22,3,0.253275109,19522
"Total","Yordan Alvarez","HOU",182,565,474,134,70,26,0,38,97,93,77,11,86,13,1,0,14,4,0,0.282700421,19556
"Total","Zack Short","4 Tms",100,210,178,30,18,8,0,4,15,23,26,0,53,1,1,4,2,6,1,0.168539325,19562
"Total","Nathaniel Lowe","TEX",218,692,593,163,105,37,3,18,93,81,90,2,151,5,4,0,21,3,0,0.274873524,19566
"Total","Chas McCormick","HOU",145,431,381,91,60,13,2,16,53,62,35,0,117,10,4,1,5,19,8,0.238845144,19599
"Total","Bryan De La Cruz","MIA",228,718,664,158,99,32,0,27,72,83,47,1,170,2,4,0,17,5,1,0.237951807,19600
"Total","Otto Lopez","MIA",46,125,115,31,24,4,0,3,13,17,6,0,20,1,2,1,3,6,1,0.269565217,19608
"Total","Keibert Ruiz","WSN",184,584,544,131,93,17,0,21,53,73,31,1,70,6,3,0,9,2,1,0.240808823,19610
"Total","Vladimir Guerrero Jr.","TOR",238,871,782,213,136,43,0,34,101,115,78,3,140,8,3,0,22,4,3,0.272378516,19611
"Total","Bo Bichette","TOR",206,752,707,197,138,35,4,20,79,86,37,1,151,5,3,0,17,10,4,0.278642149,19612
"Total","Brent Rooker","OAK",192,601,529,133,74,26,2,31,63,85,59,2,199,10,3,0,8,3,0,0.251417769,19627
"Total","Mike Brosseau","MIL",10,29,27,6,2,2,0,2,2,6,2,0,5,0,0,0,2,0,0,0.222222222,19683
"Total","Edward Olivares","2 Tms",139,364,335,84,60,13,2,9,43,26,22,0,58,4,3,0,6,10,3,0.250746268,19698
"Total","Fernando Tatis Jr.","SDP",212,724,665,174,106,35,2,31,105,89,49,0,158,6,3,1,19,25,4,0.261654135,19709
"Total","Darick Hall","PHI",16,40,40,7,6,1,0,0,1,1,0,0,14,0,0,0,1,0,0,0.175,19717
"Total","Josh Rojas","2 Tms",176,542,484,126,87,29,2,8,73,51,46,1,110,2,4,2,5,17,3,0.260330578,19734
"Total","Shohei Ohtani","2 Tms",209,697,583,190,88,38,10,54,134,119,100,20,157,6,4,0,9,32,6,0.325900514,19755
"Total","Rylan Bannon","HOU",2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19768
"Total","Dairon Blanco","KCR",81,145,130,31,21,7,1,2,26,14,9,0,30,2,0,3,2,35,7,0.238461538,19779
"Total","Zach Remillard","CHW",55,131,121,27,21,5,0,1,11,14,8,0,39,1,0,1,2,3,2,0.223140495,19788
"Total","Jhonny Pereda","MIA",2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19802
"Total","Jason Delay","PIT",51,128,114,27,17,8,1,1,17,11,10,0,25,2,1,1,3,0,0,0.236842105,19806
"Total","Joshua Palacios","PIT",87,218,200,49,31,9,2,7,22,29,13,0,37,2,1,2,8,3,0,0.245,19818
"Total","Cody Thomas","OAK",16,40,36,8,5,2,0,1,1,2,4,0,15,0,0,0,1,0,0,0.222222222,19828
"Total","Caleb Hamilton","BOS",2,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,19842
"Total","Abraham Toro","2 Tms",71,242,225,58,41,10,0,7,28,28,12,0,50,5,0,0,1,1,1,0.257777777,19844
"Total","Luis Rengifo","LAA",177,535,483,128,95,12,4,17,65,56,41,0,88,7,3,1,6,22,10,0.265010351,19858
"Total","Rene Pinto","TBR",45,107,100,25,15,3,0,7,13,15,4,0,30,1,1,1,2,0,0,0.25,19859
"Total","Riley Adams","WSN",61,143,128,31,17,9,2,3,9,16,8,0,43,3,3,1,5,1,0,0.2421875,19864
"Total","Drew Ellis","PHI",8,17,13,4,2,0,0,2,4,3,4,0,3,0,0,0,0,0,1,0.307692307,19873
"Total","Tristan Gray","2 Tms",7,12,12,2,1,0,0,1,1,1,0,0,3,0,0,0,0,0,0,0.166666666,19877
"Total","Adam Haseley","CHW",16,33,32,6,5,1,0,0,3,1,1,0,8,0,0,0,0,1,0,0.1875,19878
"Total","Emmanuel Rivera","2 Tms",103,269,238,55,42,10,0,3,27,19,24,0,60,2,4,1,6,2,0,0.231092436,19890
"Total","Pavin Smith","ARI",90,242,204,43,26,9,0,8,28,34,35,0,42,1,1,0,4,1,1,0.210784313,19892
"Total","Connor Wong","BOS",164,460,428,118,82,21,2,13,52,49,17,0,127,10,2,3,3,9,4,0.275700934,19896
"Total","Gavin Sheets","CHW",193,581,516,116,73,27,0,16,47,63,59,3,102,3,3,0,8,2,0,0.224806201,19901
"Total","Jesus Sanchez","MIA",193,581,524,138,81,32,4,21,62,80,50,2,146,5,2,0,15,9,2,0.263358778,19913
"Total","Daulton Varsho","TOR",228,710,640,126,64,27,5,30,83,86,61,1,185,5,2,1,5,18,7,0.196875,19918
"Total","Blake Perkins","MIL",108,302,263,64,45,11,2,6,49,30,33,0,89,3,1,2,2,14,3,0.243346007,19921
"Total","Ryan McKenna","2 Tms",42,61,52,14,10,3,0,1,15,12,6,0,20,2,0,1,1,4,1,0.269230769,19928
"Total","Luke Williams","2 Tms",16,21,20,1,1,0,0,0,2,0,1,0,8,0,0,0,0,4,0,0.05,19931
"Total","Cristian Pache","PHI",43,71,63,9,7,1,1,0,7,6,7,0,26,0,1,0,1,1,1,0.142857142,19948
"Total","Andres Gimenez","CLE",213,661,595,147,100,28,3,16,86,77,38,3,121,19,6,3,9,34,8,0.247058823,19950
"Total","Josh Lowe","TBR",166,565,520,147,89,33,2,23,76,86,40,3,141,1,4,0,6,37,3,0.282692307,19953
"Total","Gavin Lux","LAD",70,237,220,46,34,8,2,2,24,20,17,0,50,0,0,0,6,3,0,0.209090909,19955
"Total","Mickey Moniak","LAA",152,472,448,113,65,28,3,17,51,61,20,1,149,4,0,0,4,11,5,0.252232142,19956
"Total","Blake Rutherford","WSN",11,33,32,4,4,0,0,0,2,2,1,0,9,0,0,0,1,0,0,0.125,19957
"Total","Carter Kieboom","WSN",23,59,54,9,6,1,0,2,8,6,5,0,23,0,0,0,2,0,0,0.166666666,19958
"Total","Taylor Trammell","3 Tms",25,56,48,7,4,0,0,3,9,11,7,0,23,1,0,0,2,0,1,0.145833333,19960
"Total","Eguy Rosario","SDP",25,49,44,6,6,0,0,0,4,2,3,0,16,1,0,1,2,0,0,0.136363636,19964
"Total","Bobby Dalbec","BOS",38,85,76,10,6,2,0,2,9,5,7,0,39,1,0,1,0,3,0,0.131578947,19966
"Total","Tres Barrera","STL",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19977
"Total","Conner Capel","2 Tms",31,80,67,17,14,3,0,0,7,3,12,0,24,1,0,0,1,6,2,0.253731343,19983
"Total","Santiago Espinal","2 Tms",111,251,230,47,36,8,0,3,19,17,14,0,39,3,1,3,4,5,1,0.204347826,19997
"Total","Bryce Johnson","2 Tms",25,42,37,5,3,1,0,1,4,3,3,0,11,0,1,1,0,1,0,0.135135135,20002
"Total","Keston Hiura","LAA",1,4,4,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5,20003
"Total","Miles Mastrobuoni","CHC",79,182,163,37,29,7,0,1,27,6,17,0,36,0,0,2,2,11,1,0.226993865,20017
"Total","Isaac Paredes","TBR",219,707,610,153,84,30,0,39,82,107,72,2,127,22,3,0,19,1,1,0.250819672,20036
"Total","Luis Robert Jr.","CHW",174,591,545,133,59,33,1,40,85,84,33,6,171,8,2,0,11,26,3,0.244036697,20043
"Total","Bligh Madris","HOU",11,25,21,3,2,1,0,0,4,0,4,0,7,0,0,0,0,0,0,0.142857142,20054
"Total","Alan Trejo","COL",74,167,154,36,27,6,0,3,19,12,9,0,34,2,0,2,1,5,0,0.233766233,20056
"Total","Juan Soto","2 Tms",237,779,617,177,97,34,3,43,123,128,153,11,127,2,6,1,19,11,4,0.286871961,20123
"Total","Dylan Carlson","STL",95,225,197,38,28,6,1,3,23,26,18,0,54,7,3,0,3,2,0,0.192893401,20126
"Total","Matthew Batten","SDP",39,95,82,17,11,4,1,1,15,5,11,0,22,1,0,1,0,2,1,0.207317073,20157
