Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
"Total","Zach DeLoach","CHW",2,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,27471
"Total","Jordan Walker","STL",68,142,125,26,17,4,1,4,16,14,14,0,30,2,1,0,5,1,0,0.208,27475
"Total","Patrick Bailey","SFG",83,155,142,42,30,7,0,5,16,21,11,0,41,0,1,1,7,1,0,0.295774647,27478
"Total","Masyn Winn","STL",79,149,137,33,21,7,1,4,19,16,11,1,31,0,1,0,0,4,1,0.240875912,27479
"Total","Nick Gonzales","PIT",49,97,88,20,9,7,1,3,11,13,4,1,31,3,2,0,0,0,0,0.227272727,27490
"Total","Justin Foscue","TEX",1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,27501
"Total","Ha-Seong Kim","SDP",140,296,259,67,42,14,0,11,34,37,34,2,45,0,0,3,4,16,5,0.258687258,27506
"Total","David Hamilton","BOS",22,34,33,7,6,1,0,0,7,0,1,0,10,0,0,0,0,5,1,0.212121212,27531
"Total","Edouard Julien","MIN",51,72,68,14,11,2,0,1,8,2,4,0,27,0,0,0,2,0,0,0.205882352,27534
"Total","Duke Ellis","CHW",2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,27543
"Total","Garrett Mitchell","MIL",9,13,11,2,0,1,0,1,1,3,1,0,4,0,1,0,0,0,0,0.181818181,27555
"Total","Austin Wells","NYY",23,29,27,6,6,0,0,0,2,2,2,0,8,0,0,0,1,0,0,0.222222222,27562
"Total","Casey Schmitt","SFG",61,126,118,27,18,5,0,4,9,14,5,0,22,2,1,0,3,1,0,0.228813559,27577
"Total","Jacob Hurtubise","CIN",6,9,6,1,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0.166666666,27599
"Total","Alika Williams","PIT",36,64,55,7,4,1,2,0,8,4,5,0,19,0,0,4,1,0,0,0.127272727,27604
"Total","Alec Burleson","STL",71,120,112,24,19,2,0,3,12,14,5,0,17,0,1,0,1,2,0,0.214285714,27615
"Total","Nick Loftin","KCR",36,61,49,17,13,3,0,1,12,12,8,0,8,2,2,0,1,1,0,0.346938775,27630
"Total","Anthony Volpe","NYY",125,248,222,56,34,12,4,6,24,19,24,0,57,0,0,2,9,7,4,0.252252252,27647
"Total","Vinnie Pasquantino","KCR",74,143,125,31,20,8,0,3,14,18,12,0,21,2,4,0,7,0,0,0.248,27676
"Total","Michael Massey","KCR",66,118,106,27,19,6,0,2,14,18,5,0,24,2,3,2,1,2,1,0.254716981,27684
"Total","Joey Wiemer","MIL",78,138,133,35,20,8,0,7,18,16,5,0,44,0,0,0,1,4,3,0.263157894,27690
"Total","Brett Wisely","SFG",32,54,50,17,10,6,0,1,3,6,1,0,18,1,0,2,1,1,1,0.34,27735
"Total","Pete Crow-Armstrong","CHC",20,22,20,3,3,0,0,0,1,1,1,0,6,1,0,0,0,2,0,0.15,27769
"Total","Evan Carter","TEX",26,40,37,3,3,0,0,0,5,2,2,0,16,1,0,0,0,0,0,0.081081081,27790
"Total","Jordan Westburg","BAL",76,169,156,40,23,11,1,5,18,19,12,0,49,0,0,1,2,3,2,0.256410256,27815
"Total","Matt Mervis","CHC",14,21,20,3,2,1,0,0,0,3,1,0,11,0,0,0,0,0,0,0.15,27845
"Total","Colt Keith","DET",25,34,32,7,6,1,0,0,2,0,2,0,11,0,0,0,1,1,0,0.21875,27899
"Total","Adael Amador","COL",4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,27962
"Total","Jasson Dominguez","NYY",4,7,7,1,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0.142857142,28080
"Total","Junior Caminero","TBR",6,12,11,3,2,0,0,1,2,2,1,0,3,0,0,0,1,0,0,0.272727272,28163
"Total","Jackson Chourio","MIL",43,83,74,14,12,1,0,1,12,6,9,1,17,0,0,0,2,5,2,0.189189189,28806
"Total","Blake Dunn","CIN",9,15,14,1,0,1,0,0,2,0,1,0,6,0,0,0,1,0,0,0.071428571,29487
"Total","Jackson Merrill","SDP",53,100,95,19,13,2,0,4,8,12,4,0,13,0,1,0,0,2,0,0.2,29490
"Total","James Wood","WSN",7,16,13,3,3,0,0,0,0,1,3,0,2,0,0,0,0,1,0,0.23076923,29518
"Total","Ryan Bliss","SEA",17,28,24,6,3,1,1,1,3,4,4,0,10,0,0,0,0,4,1,0.25,29547
"Total","Ben Rice","NYY",13,17,15,2,2,0,0,0,3,0,2,0,5,0,0,0,0,0,0,0.133333333,29576
"Total","Colton Cowser","BAL",47,82,72,14,9,1,0,4,11,6,6,0,29,3,1,0,0,2,1,0.194444444,29591
"Total","Connor Norby","BAL",3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,29592
"Total","Justyn-Henry Malloy","DET",9,16,13,5,3,1,0,1,3,4,2,0,5,1,0,0,0,0,0,0.384615384,29606
"Total","Henry Davis","PIT",54,108,91,19,9,8,0,2,8,9,14,2,25,3,0,0,2,1,2,0.208791208,29617
"Total","Sal Frelick","MIL",54,83,76,16,12,2,0,2,4,9,6,0,16,0,0,0,1,1,0,0.210526315,29622
"Total","Joey Loperfido","HOU",9,13,12,2,2,0,0,0,2,0,1,0,6,0,0,0,0,0,0,0.166666666,29630
"Total","Matt McLain","CIN",44,101,92,30,16,8,0,6,17,17,8,0,21,1,0,0,0,5,1,0.326086956,29695
"Total","Hunter Goodman","COL",29,56,53,11,2,3,1,5,9,15,1,0,16,1,1,0,1,0,0,0.207547169,29715
"Total","Zack Gelof","OAK",68,140,126,21,14,4,0,3,13,6,13,1,50,1,0,0,1,6,0,0.166666666,29766
"Total","Brett Harris","OAK",9,19,17,4,2,2,0,0,3,1,2,0,5,0,0,0,1,0,0,0.235294117,29788
"Total","Kyle Manzardo","CLE",11,18,17,3,1,2,0,0,1,3,1,0,5,0,0,0,1,0,0,0.176470588,29794
"Total","Jacob Young","WSN",61,112,101,28,21,6,0,1,23,8,9,0,18,2,0,0,1,11,3,0.277227722,29931
"Total","Tyler Black","MIL",4,6,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,29949
"Total","Jordan Lawlar","ARI",6,12,10,1,1,0,0,0,0,0,2,0,3,0,0,0,0,1,1,0.1,29976
"Total","Christian Encarnacion-Strand","CIN",43,98,90,20,16,3,0,1,7,7,8,0,28,0,0,0,2,0,0,0.222222222,30011
"Total","Seiya Suzuki","CHC",113,239,206,59,39,12,2,6,35,29,28,2,42,2,3,0,1,7,4,0.286407766,30116
"Total","Oscar Colas","CHW",42,67,62,13,9,3,0,1,5,6,3,0,19,1,1,0,2,0,0,0.209677419,30162
"Total","Heston Kjerstad","BAL",3,6,6,3,2,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0.5,31166
"Total","Zach Neto","LAA",72,121,110,34,25,4,0,5,15,15,4,0,25,7,0,0,2,6,2,0.309090909,31347
"Total","Victor Scott II","STL",10,13,11,1,1,0,0,0,2,0,1,0,4,1,0,0,0,0,0,0.09090909,31349
"Total","Graham Pauley","SDP",2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31363
"Total","Tyler Locklear","SEA",6,14,13,2,1,0,0,1,1,1,1,0,5,0,0,0,1,0,0,0.153846153,31396
"Total","Jordan Beck","COL",9,19,18,2,1,1,0,0,0,0,1,1,6,0,0,0,0,0,0,0.111111111,31431
"Total","Wade Meckler","SFG",6,9,8,3,3,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0.375,31490
"Total","Trey Lipscomb","WSN",23,47,45,7,6,1,0,0,3,1,1,0,7,1,0,0,2,3,2,0.155555555,31567
"Total","Brooks Lee","MIN",4,5,4,2,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.5,31595
"Total","Jackson Holliday","BAL",4,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,31781
"Total","Masataka Yoshida","BOS",108,183,164,39,29,5,1,4,16,24,14,0,28,4,1,0,8,1,0,0.237804878,31837
"Total","Nolan Schanuel","LAA",56,101,82,15,10,4,0,1,6,10,14,0,18,1,2,2,1,0,0,0.182926829,33189
"Total","Wyatt Langford","TEX",30,66,55,16,9,1,3,3,9,15,9,2,16,1,1,0,0,1,1,0.29090909,33333
"Total","Jung Hoo Lee","SFG",26,46,44,10,9,0,0,1,4,3,1,0,5,0,1,0,2,0,0,0.227272727,33824
