Season,Name,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,playerId
"Total","James Outman","LAD",10,12,11,2,2,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0.181818181,24770
"Total","David Villar","SFG",8,20,19,5,2,3,0,0,2,1,1,0,9,0,0,0,0,0,0,0.263157894,24782
"Total","Andy Pages","LAD",43,85,79,25,18,5,0,2,13,8,5,0,21,0,1,0,1,0,1,0.316455696,24816
"Total","David Fry","CLE",58,115,86,24,14,5,0,5,14,20,25,4,27,4,0,0,4,1,0,0.279069767,24934
"Total","Vinny Capra","MIL",1,4,4,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.25,25040
"Total","David Hensley","MIA",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25111
"Total","Levi Jordan","CIN",4,6,5,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,25138
"Total","Daniel Schneemann","CLE",16,27,23,6,4,0,1,1,2,2,4,0,11,0,0,0,0,0,0,0.260869565,25180
"Total","Michael Stefanic","LAA",5,8,8,3,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0.375,25353
"Total","Austin Shenton","TBR",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25425
"Total","Brenton Doyle","COL",49,102,92,24,14,7,0,3,12,8,9,0,21,1,0,0,1,2,0,0.260869565,25479
"Total","Joey Ortiz","MIL",48,88,72,14,7,3,1,3,12,7,14,0,22,1,0,1,0,2,1,0.194444444,25493
"Total","Cade Marlowe","SEA",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25505
"Total","Aaron Schunk","COL",6,9,8,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,25524
"Total","Korey Lee","CHW",35,59,55,14,11,1,0,2,8,7,4,0,15,0,0,0,2,3,0,0.254545454,25543
"Total","Kyle McCann","OAK",3,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,25575
"Total","Marco Luciano","SFG",7,10,10,4,2,2,0,0,3,0,0,0,2,0,0,0,0,0,0,0.4,25616
"Total","Bryan Ramos","CHW",7,11,10,3,3,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.3,25621
"Total","Drew Millas","WSN",6,10,10,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0.1,25643
"Total","Will Brennan","CLE",26,30,30,4,2,1,1,0,4,2,0,0,5,0,0,0,2,0,0,0.133333333,25660
"Total","Bobby Witt Jr.","KCR",37,73,69,24,16,5,1,2,14,12,2,0,10,0,2,0,0,5,3,0.347826086,25764
"Total","CJ Abrams","WSN",58,134,123,36,23,7,3,3,19,17,8,0,31,3,0,0,0,6,4,0.292682926,25768
"Total","Pedro Pages","STL",21,46,43,11,8,1,2,0,3,6,2,0,9,0,1,0,2,0,0,0.255813953,25782
"Total","Blake Sabol","SFG",3,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,25805
"Total","Jared Triolo","PIT",42,75,66,12,10,2,0,0,5,1,8,0,21,0,1,0,0,2,0,0.181818181,25807
"Total","Grae Kessinger","HOU",3,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,25813
"Total","Shea Langeliers","OAK",43,89,84,17,8,3,1,5,10,15,4,1,28,0,1,0,2,0,1,0.202380952,25816
"Total","Braden Shewmake","CHW",5,7,7,1,1,0,0,0,1,1,0,0,2,0,0,0,0,1,0,0.142857142,25817
"Total","Michael Toglia","COL",43,78,70,16,5,2,0,9,12,17,7,0,25,0,1,0,2,1,0,0.228571428,25845
"Total","Ryan Kreidler","DET",8,14,13,2,2,0,0,0,3,0,1,0,2,0,0,0,0,0,0,0.153846153,25867
"Total","Corbin Carroll","ARI",60,130,114,21,14,4,1,2,13,11,8,0,31,4,2,2,0,5,1,0.184210526,25878
"Total","Michael Harris II","ATL",41,87,84,21,17,4,0,0,8,4,2,0,20,1,0,0,0,0,0,0.25,25931
"Total","Kerry Carpenter","DET",15,17,15,1,1,0,0,0,0,1,1,0,3,0,0,0,1,0,0,0.066666666,25961
"Total","Riley Greene","DET",54,99,91,20,9,5,2,4,13,18,6,0,22,1,0,0,0,0,0,0.219780219,25976
"Total","Nasim Nunez","WSN",7,8,8,1,1,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0.125,25979
"Total","Vaughn Grissom","BOS",12,16,15,3,2,1,0,0,5,2,1,0,6,0,0,0,0,0,0,0.2,26031
"Total","Francisco Alvarez","NYM",24,48,42,7,5,1,0,1,2,5,6,0,10,0,0,0,2,1,0,0.166666666,26121
"Total","Brett Baty","NYM",20,35,31,5,5,0,0,0,0,1,2,0,10,1,0,1,0,0,0,0.161290322,26123
"Total","Dominic Fletcher","CHW",7,10,6,1,1,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0.166666666,26149
"Total","Kyle Stowers","BAL",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26151
"Total","Andrew Vaughn","CHW",37,78,76,22,13,6,0,3,7,14,2,0,13,0,0,0,1,0,0,0.289473684,26197
"Total","Tyler Fitzgerald","SFG",28,66,62,19,11,3,1,4,13,10,4,0,18,0,0,0,1,4,0,0.306451612,26208
"Total","Darell Hernaiz","OAK",14,29,26,8,8,0,0,0,4,3,0,0,6,0,2,1,1,1,0,0.307692307,26224
"Total","Adley Rutschman","BAL",64,132,119,43,30,6,0,7,15,30,12,1,18,0,1,0,1,0,0,0.361344537,26288
"Total","Gunnar Henderson","BAL",68,142,119,29,15,5,3,6,17,16,19,0,41,3,1,0,1,5,0,0.243697478,26289
"Total","Bryson Stott","PHI",55,92,79,18,15,2,0,1,13,6,12,0,19,1,0,0,1,7,1,0.227848101,26294
"Total","Oliver Dunn","MIL",6,7,6,1,1,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0.166666666,26295
"Total","Michael Busch","CHC",42,54,50,15,8,5,1,1,9,5,4,0,13,0,0,0,0,0,0,0.3,26319
"Total","Spencer Steer","CIN",59,122,104,25,11,11,0,3,16,22,15,1,24,2,1,0,0,6,1,0.240384615,26323
"Total","Jonny DeLuca","TBR",33,65,57,10,6,2,1,1,6,8,8,0,17,0,0,0,0,1,1,0.175438596,26365
"Total","JJ Bleday","OAK",43,70,63,14,3,6,0,5,9,11,6,0,14,0,0,1,2,0,0,0.222222222,26368
"Total","Josh Smith","TEX",55,101,87,30,22,5,0,3,15,15,6,0,25,5,1,2,2,5,0,0.344827586,26396
"Total","Kyren Paris","LAA",14,26,25,2,1,1,0,0,1,1,1,0,6,0,0,0,0,0,0,0.08,26420
"Total","Dominic Canzone","SEA",12,11,10,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,26438
"Total","Matt Wallner","MIN",6,10,9,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0.111111111,26466
"Total","Luis Matos","SFG",25,49,46,9,5,2,0,2,5,7,2,1,10,0,1,0,1,0,0,0.195652173,26467
"Total","Davis Wendzel","TEX",18,37,36,4,1,2,0,1,2,2,1,0,7,0,0,0,1,0,0,0.111111111,26469
"Total","Spencer Horwitz","TOR",18,28,27,5,4,1,0,0,1,6,1,0,3,0,0,0,1,0,0,0.185185185,26477
"Total","Noelvi Marte","CIN",15,25,24,6,3,2,0,1,6,3,1,0,9,0,0,0,0,2,0,0.25,26517
"Total","Angel Martinez","CLE",16,32,28,7,5,2,0,0,4,1,4,0,6,0,0,0,0,1,0,0.25,26540
"Total","Jonatan Clase","SEA",11,21,20,2,2,0,0,0,1,0,1,0,8,0,0,0,0,0,0,0.1,26599
"Total","Elly De La Cruz","CIN",78,154,130,30,19,6,0,5,19,13,18,0,45,4,0,2,1,21,4,0.23076923,26668
"Total","Austin Martin","MIN",30,45,39,8,6,2,0,0,6,2,5,0,7,0,0,1,0,1,1,0.205128205,27462
"Total","Spencer Torkelson","DET",27,45,42,9,2,5,0,2,5,6,2,0,6,0,1,0,0,0,0,0.214285714,27465
"Total","Tyler Soderstrom","OAK",9,12,11,3,1,2,0,0,2,3,1,0,1,0,0,0,0,0,0,0.272727272,27467
"Total","Zach DeLoach","CHW",2,4,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.25,27471
"Total","Jordan Walker","STL",11,21,16,1,0,1,0,0,2,1,4,0,5,1,0,0,0,0,0,0.0625,27475
"Total","Patrick Bailey","SFG",33,59,53,13,10,3,0,0,6,3,5,0,20,0,1,0,2,0,0,0.245283018,27478
"Total","Masyn Winn","STL",66,132,121,29,17,6,1,5,16,18,11,1,29,0,0,0,0,2,1,0.239669421,27479
"Total","Nick Gonzales","PIT",38,69,65,19,12,4,1,2,7,13,1,1,17,1,2,0,0,0,0,0.292307692,27490
"Total","Rece Hinds","CIN",7,15,15,2,1,0,0,1,1,3,0,0,6,0,0,0,0,1,0,0.133333333,27493
"Total","Justin Foscue","TEX",3,7,7,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.142857142,27501
"Total","Ha-Seong Kim","SDP",60,114,96,23,16,4,0,3,14,12,17,2,18,0,0,1,2,6,2,0.239583333,27506
"Total","David Hamilton","BOS",27,41,40,9,8,1,0,0,7,0,1,0,14,0,0,0,0,7,0,0.225,27531
"Total","Edouard Julien","MIN",18,23,21,4,2,1,0,1,2,1,2,0,11,0,0,0,0,0,0,0.19047619,27534
"Total","Duke Ellis","CHW",2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,27543
"Total","Garrett Mitchell","MIL",6,12,11,2,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0.181818181,27555
"Total","Austin Wells","NYY",25,32,26,6,6,0,0,0,1,2,5,0,9,1,0,0,1,0,0,0.23076923,27562
"Total","Casey Schmitt","SFG",9,18,16,5,2,0,1,2,3,4,0,0,4,1,1,0,0,0,0,0.3125,27577
"Total","Jacob Hurtubise","CIN",6,9,6,1,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0.166666666,27599
"Total","Alika Williams","PIT",12,20,15,3,1,1,1,0,3,0,2,0,4,0,0,3,0,0,0,0.2,27604
"Total","Alec Burleson","STL",58,107,100,20,16,1,0,3,11,9,4,0,13,0,1,0,2,2,0,0.2,27615
"Total","Nick Loftin","KCR",29,45,38,10,9,0,0,1,6,6,5,0,4,1,1,0,1,0,0,0.263157894,27630
"Total","Anthony Volpe","NYY",57,122,114,30,22,4,2,2,13,6,7,0,24,0,0,1,4,4,3,0.263157894,27647
"Total","Vinnie Pasquantino","KCR",46,80,74,18,12,4,0,2,9,12,2,0,15,1,3,0,2,0,0,0.243243243,27676
"Total","Michael Massey","KCR",23,39,34,9,6,1,0,2,6,9,2,0,9,0,1,2,0,0,0,0.264705882,27684
"Total","Joey Wiemer","MIL",11,17,17,4,4,0,0,0,2,0,0,0,8,0,0,0,0,1,1,0.235294117,27690
"Total","Brett Wisely","SFG",26,41,38,13,7,5,0,1,2,6,1,0,13,1,0,1,0,1,1,0.342105263,27735
"Total","Pete Crow-Armstrong","CHC",24,32,31,6,6,0,0,0,1,2,0,0,5,1,0,0,0,3,0,0.193548387,27769
"Total","Evan Carter","TEX",14,25,24,3,3,0,0,0,2,2,0,0,10,1,0,0,0,0,0,0.125,27790
"Total","Jordan Westburg","BAL",44,101,93,22,11,5,1,5,13,15,7,0,30,0,0,1,1,2,2,0.236559139,27815
"Total","Matt Mervis","CHC",1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,27845
"Total","Colt Keith","DET",27,40,37,10,7,2,0,1,4,4,3,0,13,0,0,0,1,1,0,0.27027027,27899
"Total","Adael Amador","COL",4,5,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,27962
"Total","Jackson Chourio","MIL",49,92,83,18,14,3,0,1,14,7,9,1,17,0,0,0,2,4,3,0.216867469,28806
"Total","Blake Dunn","CIN",9,15,14,1,0,1,0,0,2,0,1,0,6,0,0,0,1,0,0,0.071428571,29487
"Total","Jackson Merrill","SDP",57,110,104,22,15,3,0,4,10,14,4,0,16,0,2,0,0,3,0,0.211538461,29490
"Total","James Wood","WSN",23,47,43,10,8,1,0,1,4,6,4,0,10,0,0,0,0,1,0,0.232558139,29518
"Total","Ryan Bliss","SEA",19,30,26,6,3,1,1,1,3,4,4,0,11,0,0,0,0,4,1,0.23076923,29547
"Total","Ben Rice","NYY",24,32,25,3,2,0,0,1,4,3,6,0,7,0,1,0,0,0,0,0.12,29576
"Total","Colton Cowser","BAL",47,87,78,18,13,1,0,4,9,6,6,0,31,2,1,0,0,4,1,0.23076923,29591
"Total","Connor Norby","BAL",4,6,6,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.166666666,29592
"Total","Justyn-Henry Malloy","DET",16,29,23,9,5,2,1,1,4,5,5,0,8,1,0,0,0,0,0,0.391304347,29606
"Total","Henry Davis","PIT",10,16,14,5,2,3,0,0,1,1,2,0,5,0,0,0,0,0,0,0.357142857,29617
"Total","Sal Frelick","MIL",36,50,46,13,10,2,0,1,4,5,3,0,9,0,0,0,1,1,0,0.282608695,29622
"Total","Joey Loperfido","HOU",10,14,13,2,2,0,0,0,2,0,1,0,6,0,0,0,0,0,0,0.153846153,29630
"Total","Hunter Goodman","COL",31,59,55,9,1,4,0,4,7,11,1,0,18,2,1,0,1,0,0,0.163636363,29715
"Total","Zack Gelof","OAK",33,70,61,11,7,2,0,2,7,4,8,0,23,1,0,0,0,3,2,0.180327868,29766
"Total","Brett Harris","OAK",15,34,30,5,3,2,0,0,4,1,4,0,9,0,0,0,1,0,1,0.166666666,29788
"Total","Kyle Manzardo","CLE",11,18,17,3,1,2,0,0,1,3,1,0,5,0,0,0,1,0,0,0.176470588,29794
"Total","Jacob Young","WSN",55,103,92,28,23,4,0,1,24,8,8,0,16,3,0,0,0,13,4,0.304347826,29931
"Total","Tyler Black","MIL",4,6,6,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.333333333,29949
"Total","Christian Encarnacion-Strand","CIN",15,36,34,6,5,1,0,0,2,2,2,0,13,0,0,0,1,0,0,0.176470588,30011
"Total","Seiya Suzuki","CHC",46,82,70,17,10,3,1,3,11,8,11,1,16,1,0,0,0,5,1,0.242857142,30116
"Total","Oscar Colas","CHW",4,4,4,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0.5,30162
"Total","Heston Kjerstad","BAL",4,10,10,4,3,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0.4,31166
"Total","Zach Neto","LAA",41,60,57,24,19,3,0,2,9,8,2,0,11,1,0,0,1,6,2,0.421052631,31347
"Total","Victor Scott II","STL",8,11,10,1,1,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0.1,31349
"Total","Graham Pauley","SDP",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,31363
"Total","Brooks Baldwin","CHW",4,5,4,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,31394
"Total","Tyler Locklear","SEA",8,17,16,2,1,0,0,1,1,1,1,0,7,0,0,0,1,0,0,0.125,31396
"Total","Jordan Beck","COL",9,19,18,2,1,1,0,0,0,0,1,1,6,0,0,0,0,0,0,0.111111111,31431
"Total","Trey Lipscomb","WSN",32,67,65,9,8,1,0,0,4,1,1,0,11,1,0,0,4,3,2,0.138461538,31567
"Total","Brooks Lee","MIN",15,26,23,7,7,0,0,0,2,2,2,0,5,0,1,0,0,1,0,0.304347826,31595
"Total","Nacho Alvarez Jr.","ATL",5,9,8,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0.125,31765
"Total","Jackson Holliday","BAL",4,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,31781
"Total","Masataka Yoshida","BOS",33,63,54,9,5,2,0,2,4,8,6,0,7,2,1,0,1,0,0,0.166666666,31837
"Total","Nolan Schanuel","LAA",47,81,66,14,9,3,0,2,5,10,9,0,16,2,2,2,2,0,0,0.212121212,33189
"Total","Wyatt Langford","TEX",34,70,59,17,11,1,2,3,10,12,10,2,15,1,0,0,0,1,1,0.288135593,33333
"Total","Jung Hoo Lee","SFG",23,43,42,9,9,0,0,0,3,1,1,0,5,0,0,0,2,0,0,0.214285714,33824
