date,game_id,half,pitcher,batting_team,pitching_team,model_prob,implied_prob,ev,dk_no_odds,result,ev_category
2026-05-04,BAL/NYY - Top 1,top,Cam Schlittler,Baltimore Orioles,New York Yankees,0.2527,0.2564,-0.0037,290,loss,negative
2026-05-04,BAL/NYY - Bot 1,bot,Shane Baz,New York Yankees,Baltimore Orioles,0.2525,0.3333,-0.0808,200,win,negative
2026-05-04,CLE/KC - Top 1,top,Michael Wacha,Cleveland Guardians,Kansas City Royals,0.4136,0.3922,0.0214,155,win,marginal
2026-05-04,CLE/KC - Bot 1,bot,Tanner Bibee,Kansas City Royals,Cleveland Guardians,0.3926,0.4651,-0.0725,115,loss,negative
2026-05-04,MIL/STL - Top 1,top,Kyle Leahy,Milwaukee Brewers,St. Louis Cardinals,0.2841,0.339,-0.0549,195,loss,negative
2026-05-04,MIL/STL - Bot 1,bot,Chad Patrick,St. Louis Cardinals,Milwaukee Brewers,0.2944,0.4082,-0.1138,145,loss,negative
2026-05-04,LAD/HOU - Top 1,top,Steven Okert,Los Angeles Dodgers,Houston Astros,0.2489,0.339,-0.0901,195,loss,negative
2026-05-04,CWS/LAA - Top 1,top,José Soriano,Chicago White Sox,Los Angeles Angels,0.3446,0.274,0.0706,265,loss,strong
2026-05-04,CWS/LAA - Bot 1,bot,Davis Martin,Los Angeles Angels,Chicago White Sox,0.3433,0.2778,0.0655,260,loss,strong
2026-05-04,ATL/SEA - Top 1,top,Logan Gilbert,Atlanta Braves,Seattle Mariners,0.2911,0.3125,-0.0214,220,loss,negative
2026-05-04,ATL/SEA - Bot 1,bot,JR Ritchie,Seattle Mariners,Atlanta Braves,0.3307,0.4082,-0.0775,145,win,negative
2026-05-05,BOS/DET - Top 1,top,Framber Valdez,Boston Red Sox,Detroit Tigers,0.3073,0.3509,-0.0436,185,win,negative
2026-05-05,BOS/DET - Bot 1,bot,Jovani Morán,Detroit Tigers,Boston Red Sox,0.198,0.3571,-0.1591,180,loss,negative
2026-05-05,TOR/TB - Top 1,top,Drew Rasmussen,Toronto Blue Jays,Tampa Bay Rays,0.3519,0.3077,0.0442,225,loss,marginal
2026-05-05,TOR/TB - Bot 1,bot,Kevin Gausman,Tampa Bay Rays,Toronto Blue Jays,0.3456,0.4167,-0.0711,140,win,negative
2026-05-05,ATH/PHI - Top 1,top,Cristopher Sánchez,Athletics,Philadelphia Phillies,0.2567,0.2941,-0.0374,240,loss,negative
2026-05-05,BAL/MIA - Top 1,top,Sandy Alcantara,Baltimore Orioles,Miami Marlins,0.3293,0.3704,-0.0411,170,loss,negative
2026-05-05,BAL/MIA - Bot 1,bot,Chris Bassitt,Miami Marlins,Baltimore Orioles,0.3604,0.5238,-0.1634,-110,loss,negative
2026-05-05,MIN/WSH - Bot 1,bot,Taj Bradley,Washington Nationals,Minnesota Twins,0.3227,0.2899,0.0328,245,loss,marginal
2026-05-05,TEX/NYY - Top 1,top,Elmer Rodríguez,Texas Rangers,New York Yankees,0.3327,0.3704,-0.0377,170,win,negative
2026-05-05,TEX/NYY - Bot 1,bot,Jacob deGrom,New York Yankees,Texas Rangers,0.2535,0.2597,-0.0062,285,loss,negative
2026-05-05,CIN/CHC - Top 1,top,Jameson Taillon,Cincinnati Reds,Chicago Cubs,0.3168,0.3774,-0.0606,165,loss,negative
2026-05-05,CIN/CHC - Bot 1,bot,Andrew Abbott,Chicago Cubs,Cincinnati Reds,0.3672,0.4444,-0.0772,125,loss,negative
2026-05-05,CLE/KC - Top 1,top,Stephen Kolek,Cleveland Guardians,Kansas City Royals,0.4029,0.4878,-0.0849,105,win,negative
2026-05-05,CLE/KC - Bot 1,bot,Gavin Williams,Kansas City Royals,Cleveland Guardians,0.3518,0.3333,0.0185,200,loss,marginal
2026-05-05,LAD/HOU - Top 1,top,Peter Lambert,Los Angeles Dodgers,Houston Astros,0.2989,0.3333,-0.0344,200,loss,negative
2026-05-05,LAD/HOU - Bot 1,bot,Shohei Ohtani,Houston Astros,Los Angeles Dodgers,0.2624,0.2703,-0.0079,270,loss,negative
2026-05-05,ATL/SEA - Top 1,top,George Kirby,Atlanta Braves,Seattle Mariners,0.3328,0.3636,-0.0308,175,loss,negative
2026-05-05,ATL/SEA - Bot 1,bot,Bryce Elder,Seattle Mariners,Atlanta Braves,0.3393,0.3846,-0.0453,160,loss,negative
2026-05-05,CWS/LAA - Top 1,top,Sam Aldegheri,Chicago White Sox,Los Angeles Angels,0.3787,0.4167,-0.038,140,win,negative
2026-05-05,CWS/LAA - Bot 1,bot,Erick Fedde,Los Angeles Angels,Chicago White Sox,0.3653,0.3922,-0.0269,155,win,negative
2026-05-05,PIT/ARI - Top 1,top,Eduardo Rodriguez,Pittsburgh Pirates,Arizona Diamondbacks,0.3024,0.4082,-0.1058,145,loss,negative
2026-05-05,PIT/ARI - Bot 1,bot,Bubba Chandler,Arizona Diamondbacks,Pittsburgh Pirates,0.3381,0.3448,-0.0067,190,loss,negative
2026-05-05,SD/SF - Bot 1,bot,Walker Buehler,San Francisco Giants,San Diego Padres,0.3729,0.4167,-0.0438,140,loss,negative
2026-05-06,BOS/DET - Top 1,top,Jack Flaherty,Boston Red Sox,Detroit Tigers,0.2475,0.2899,-0.0424,245,loss,negative
2026-05-06,BOS/DET - Bot 1,bot,Sonny Gray,Detroit Tigers,Boston Red Sox,0.2604,0.4255,-0.1651,135,win,negative
2026-05-06,ATH/PHI - Top 1,top,Zack Wheeler,Athletics,Philadelphia Phillies,0.235,0.2439,-0.0089,310,win,negative
2026-05-06,BAL/MIA - Top 1,top,Eury Pérez,Baltimore Orioles,Miami Marlins,0.2897,0.2985,-0.0088,235,loss,negative
2026-05-06,BAL/MIA - Bot 1,bot,Brandon Young,Miami Marlins,Baltimore Orioles,0.3559,0.4651,-0.1092,115,win,negative
2026-05-06,MIN/WSH - Bot 1,bot,Bailey Ober,Washington Nationals,Minnesota Twins,0.3423,0.4082,-0.0659,145,loss,negative
2026-05-06,TEX/NYY - Top 1,top,Will Warren,Texas Rangers,New York Yankees,0.309,0.3125,-0.0035,220,loss,negative
2026-05-06,TEX/NYY - Bot 1,bot,Nathan Eovaldi,New York Yankees,Texas Rangers,0.29,0.3509,-0.0609,185,loss,negative
2026-05-06,CIN/CHC - Top 1,top,Colin Rea,Cincinnati Reds,Chicago Cubs,0.3179,0.3636,-0.0457,175,win,negative
2026-05-06,CIN/CHC - Bot 1,bot,Brady Singer,Chicago Cubs,Cincinnati Reds,0.3762,0.4878,-0.1116,105,win,negative
2026-05-06,CLE/KC - Top 1,top,Cole Ragans,Cleveland Guardians,Kansas City Royals,0.1916,0.2857,-0.0941,250,loss,negative
2026-05-06,CLE/KC - Bot 1,bot,Joey Cantillo,Kansas City Royals,Cleveland Guardians,0.283,0.3922,-0.1092,155,win,negative
2026-05-06,PIT/ARI - Top 1,top,Michael Soroka,Pittsburgh Pirates,Arizona Diamondbacks,,0.2632,,280,win,
2026-05-06,PIT/ARI - Bot 1,bot,Paul Skenes,Arizona Diamondbacks,Pittsburgh Pirates,,0.2667,,275,loss,
2026-05-06,NYM/COL - Top 1,top,Michael Lorenzen,New York Mets,Colorado Rockies,,0.4444,,125,loss,
2026-05-06,NYM/COL - Bot 1,bot,Freddy Peralta,Colorado Rockies,New York Mets,,0.2532,,295,win,
2026-05-07,TEX/NYY - Top 1,top,Paul Blackburn,Texas Rangers,New York Yankees,0.3492,0.3774,-0.0282,165,win,negative
2026-05-07,CIN/CHC - Bot 1,bot,Rhett Lowder,Chicago Cubs,Cincinnati Reds,0.3838,0.3571,0.0267,180,win,marginal
2026-05-07,NYM/COL - Bot 1,bot,Christian Scott,Colorado Rockies,New York Mets,0.3268,0.2703,0.0565,270,loss,strong
2026-05-07,PIT/ARI - Top 1,top,Zac Gallen,Pittsburgh Pirates,Arizona Diamondbacks,0.3008,0.3448,-0.044,190,loss,negative
2026-05-07,ATH/PHI - Top 1,top,Andrew Painter,Athletics,Philadelphia Phillies,0.3107,0.3333,-0.0226,200,win,negative
2026-05-07,BAL/MIA - Top 1,top,Max Meyer,Baltimore Orioles,Miami Marlins,0.2678,0.3125,-0.0447,220,loss,negative
2026-05-07,BAL/MIA - Bot 1,bot,Cade Povich,Miami Marlins,Baltimore Orioles,0.287,0.3704,-0.0834,170,loss,negative
2026-05-07,TB/BOS - Top 1,top,Jake Bennett,Tampa Bay Rays,Boston Red Sox,0.3377,0.4167,-0.079,140,win,negative
2026-05-07,TB/BOS - Bot 1,bot,Griffin Jax,Boston Red Sox,Tampa Bay Rays,0.1995,0.2273,-0.0278,340,loss,negative
2026-05-07,STL/SD - Top 1,top,Michael King,St. Louis Cardinals,San Diego Padres,0.3044,0.3636,-0.0592,175,loss,negative
2026-05-07,STL/SD - Bot 1,bot,Matthew Liberatore,San Diego Padres,St. Louis Cardinals,0.3887,0.4082,-0.0195,145,loss,negative
2026-05-08,COL/PHI - Top 1,top,Jesús Luzardo,Colorado Rockies,Philadelphia Phillies,0.2514,0.2857,-0.0343,250,loss,negative
2026-05-08,COL/PHI - Bot 1,bot,Chase Dollander,Philadelphia Phillies,Colorado Rockies,0.3323,0.2564,0.0759,290,loss,strong
2026-05-08,ATH/BAL - Top 1,top,Kyle Bradish,Athletics,Baltimore Orioles,0.1839,0.2857,-0.1018,250,loss,negative
2026-05-08,LAA/TOR - Top 1,top,Dylan Cease,Los Angeles Angels,Toronto Blue Jays,0.2262,0.2174,0.0088,360,loss,marginal
2026-05-08,LAA/TOR - Bot 1,bot,Reid Detmers,Toronto Blue Jays,Los Angeles Angels,0.257,0.3333,-0.0763,200,win,negative
2026-05-08,TB/BOS - Top 1,top,Connelly Early,Tampa Bay Rays,Boston Red Sox,0.2413,0.3846,-0.1433,160,loss,negative
2026-05-08,TB/BOS - Bot 1,bot,Jesse Scholtens,Boston Red Sox,Tampa Bay Rays,0.2315,0.3704,-0.1389,170,win,negative
2026-05-08,WSH/MIA - Top 1,top,Robby Snelling,Washington Nationals,Miami Marlins,0.2971,0.339,-0.0419,195,loss,negative
2026-05-08,MIN/CLE - Top 1,top,Parker Messick,Minnesota Twins,Cleveland Guardians,0.3323,0.3571,-0.0248,180,loss,negative
2026-05-08,MIN/CLE - Bot 1,bot,Connor Prielipp,Cleveland Guardians,Minnesota Twins,0.3659,0.3846,-0.0187,160,win,negative
2026-05-08,DET/KC - Top 1,top,Kris Bubic,Detroit Tigers,Kansas City Royals,0.2819,0.3448,-0.0629,190,win,negative
2026-05-08,DET/KC - Bot 1,bot,Keider Montero,Kansas City Royals,Detroit Tigers,0.4008,0.5122,-0.1114,-105,win,negative
2026-05-08,SEA/CWS - Top 1,top,Sean Burke,Seattle Mariners,Chicago White Sox,0.3091,0.3175,-0.0084,215,loss,negative
2026-05-08,SEA/CWS - Bot 1,bot,Emerson Hancock,Chicago White Sox,Seattle Mariners,0.374,0.303,0.071,230,loss,strong
2026-05-08,NYY/MIL - Top 1,top,Jacob Misiorowski,New York Yankees,Milwaukee Brewers,0.2074,0.2222,-0.0148,350,loss,negative
2026-05-08,NYY/MIL - Bot 1,bot,Max Fried,Milwaukee Brewers,New York Yankees,0.322,0.3704,-0.0484,170,loss,negative
2026-05-08,CHC/TEX - Top 1,top,Kumar Rocker,Chicago Cubs,Texas Rangers,0.3737,0.3922,-0.0185,155,loss,negative
2026-05-08,CHC/TEX - Bot 1,bot,Ben Brown,Texas Rangers,Chicago Cubs,0.2903,0.3175,-0.0272,215,win,negative
2026-05-08,NYM/ARI - Top 1,top,Ryne Nelson,New York Mets,Arizona Diamondbacks,0.3521,0.3571,-0.005,180,loss,negative
2026-05-08,NYM/ARI - Bot 1,bot,Nolan McLean,Arizona Diamondbacks,New York Mets,0.2632,0.2703,-0.0071,270,win,negative
2026-05-08,STL/SD - Top 1,top,Griffin Canning,St. Louis Cardinals,San Diego Padres,0.3206,0.3846,-0.064,160,loss,negative
2026-05-08,STL/SD - Bot 1,bot,Michael McGreevy,San Diego Padres,St. Louis Cardinals,0.4329,0.5,-0.0671,100,loss,negative
2026-05-08,ATL/LAD - Top 1,top,Emmet Sheehan,Atlanta Braves,Los Angeles Dodgers,0.3047,0.2985,0.0062,235,loss,marginal
2026-05-08,ATL/LAD - Bot 1,bot,Chris Sale,Los Angeles Dodgers,Atlanta Braves,0.2209,0.2439,-0.023,310,loss,negative
2026-05-08,PIT/SF - Top 1,top,TBD,Pittsburgh Pirates,San Francisco Giants,,0.303,,230,win,
2026-05-08,PIT/SF - Bot 1,bot,Carmen Mlodzinski,San Francisco Giants,Pittsburgh Pirates,,0.4082,,145,win,
2026-05-09,COL/PHI - Top 1,top,Aaron Nola,Colorado Rockies,Philadelphia Phillies,0.2843,0.303,-0.0187,230,loss,negative
2026-05-09,COL/PHI - Bot 1,bot,Kyle Freeland,Philadelphia Phillies,Colorado Rockies,0.3187,0.3704,-0.0517,170,loss,negative
2026-05-09,MIN/CLE - Top 1,top,Tanner Bibee,Minnesota Twins,Cleveland Guardians,0.329,0.3846,-0.0556,160,loss,negative
2026-05-09,MIN/CLE - Bot 1,bot,Joe Ryan,Cleveland Guardians,Minnesota Twins,0.3618,0.4082,-0.0464,145,loss,negative
2026-05-09,CHC/TEX - Top 1,top,Jack Leiter,Chicago Cubs,Texas Rangers,0.3561,0.3279,0.0282,205,loss,marginal
2026-05-09,CHC/TEX - Bot 1,bot,Edward Cabrera,Texas Rangers,Chicago Cubs,0.3102,0.3125,-0.0023,220,loss,negative
2026-05-09,DET/KC - Top 1,top,Michael Wacha,Detroit Tigers,Kansas City Royals,0.3609,0.4167,-0.0558,140,loss,negative
2026-05-09,DET/KC - Bot 1,bot,Burch Smith,Kansas City Royals,Detroit Tigers,0.3758,0.4255,-0.0497,135,win,negative
2026-05-09,SEA/CWS - Top 1,top,Anthony Kay,Seattle Mariners,Chicago White Sox,0.3039,0.339,-0.0351,195,loss,negative
2026-05-09,SEA/CWS - Bot 1,bot,Luis Castillo,Chicago White Sox,Seattle Mariners,0.3295,0.3175,0.012,215,loss,marginal
2026-05-09,NYY/MIL - Top 1,top,Kyle Harrison,New York Yankees,Milwaukee Brewers,0.3197,0.274,0.0457,265,loss,marginal
2026-05-09,NYY/MIL - Bot 1,bot,Cam Schlittler,Milwaukee Brewers,New York Yankees,0.2847,0.2703,0.0144,270,loss,marginal
2026-05-09,NYM/ARI - Top 1,top,Merrill Kelly,New York Mets,Arizona Diamondbacks,0.3226,0.4082,-0.0856,145,win,negative
2026-05-09,NYM/ARI - Bot 1,bot,Clay Holmes,Arizona Diamondbacks,New York Mets,0.4041,0.4545,-0.0504,120,win,negative
2026-05-09,STL/SD - Top 1,top,Randy Vásquez,St. Louis Cardinals,San Diego Padres,0.4104,0.4255,-0.0151,135,loss,negative
2026-05-09,STL/SD - Bot 1,bot,Dustin May,San Diego Padres,St. Louis Cardinals,0.3562,0.4167,-0.0605,140,loss,negative
2026-05-09,PIT/SF - Top 1,top,Landen Roupp,Pittsburgh Pirates,San Francisco Giants,,0.2941,,240,loss,
2026-05-09,PIT/SF - Bot 1,bot,Braxton Ashcraft,San Francisco Giants,Pittsburgh Pirates,,0.3922,,155,win,
2026-05-09,ATL/LAD - Top 1,top,Blake Snell,Atlanta Braves,Los Angeles Dodgers,,0.2941,,240,loss,
2026-05-09,ATL/LAD - Bot 1,bot,Spencer Strider,Los Angeles Dodgers,Atlanta Braves,,0.2985,,235,loss,
2026-05-10,TB/BOS - Bot 1,bot,Nick Martinez,Boston Red Sox,Tampa Bay Rays,0.356,0.3571,-0.0011,180,win,negative
2026-05-10,LAA/TOR - Top 1,top,Spencer Miles,Los Angeles Angels,Toronto Blue Jays,0.2862,0.4,-0.1138,150,loss,negative
2026-05-10,HOU/CIN - Bot 1,bot,Kai-Wei Teng,Cincinnati Reds,Houston Astros,0.2286,0.3846,-0.156,160,loss,negative
2026-05-10,SEA/CWS - Bot 1,bot,Logan Gilbert,Chicago White Sox,Seattle Mariners,0.2512,0.3922,-0.141,155,loss,negative
2026-05-10,DET/KC - Top 1,top,Noah Cameron,Detroit Tigers,Kansas City Royals,0.3172,0.3922,-0.075,155,loss,negative
2026-05-10,DET/KC - Bot 1,bot,Brenan Hanifee,Kansas City Royals,Detroit Tigers,0.4769,0.5,-0.0231,100,win,negative
2026-05-11,NYY/BAL - Top 1,top,Brandon Young,New York Yankees,Baltimore Orioles,0.345,0.4082,-0.0632,145,loss,negative
2026-05-11,NYY/BAL - Bot 1,bot,Ryan Weathers,Baltimore Orioles,New York Yankees,0.3065,0.3333,-0.0268,200,win,negative
2026-05-11,TB/TOR - Top 1,top,Kevin Gausman,Tampa Bay Rays,Toronto Blue Jays,0.3353,0.3922,-0.0569,155,loss,negative
2026-05-11,TB/TOR - Bot 1,bot,Drew Rasmussen,Toronto Blue Jays,Tampa Bay Rays,0.3733,0.3846,-0.0113,160,loss,negative
2026-05-11,ARI/TEX - Top 1,top,Jakob Junis,Arizona Diamondbacks,Texas Rangers,0.4121,0.4545,-0.0424,120,loss,negative
2026-05-11,ARI/TEX - Bot 1,bot,Michael Soroka,Texas Rangers,Arizona Diamondbacks,0.31,0.3175,-0.0075,215,loss,negative
2026-05-11,SEA/HOU - Top 1,top,Peter Lambert,Seattle Mariners,Houston Astros,0.3424,0.3846,-0.0422,160,win,negative
2026-05-11,SEA/HOU - Bot 1,bot,George Kirby,Houston Astros,Seattle Mariners,0.2953,0.3922,-0.0969,155,loss,negative
2026-05-11,SF/LAD - Top 1,top,Roki Sasaki,San Francisco Giants,Los Angeles Dodgers,0.4363,0.4444,-0.0081,125,win,negative
2026-05-11,SF/LAD - Bot 1,bot,Trevor McDonald,Los Angeles Dodgers,San Francisco Giants,0.364,0.4082,-0.0442,145,win,negative
2026-05-12,COL/PIT - Top 1,top,Paul Skenes,Colorado Rockies,Pittsburgh Pirates,0.2356,0.2083,0.0273,380,loss,marginal
2026-05-12,COL/PIT - Bot 1,bot,Michael Lorenzen,Pittsburgh Pirates,Colorado Rockies,0.2842,0.4,-0.1158,150,loss,negative
2026-05-12,PHI/BOS - Top 1,top,Jovani Morán,Philadelphia Phillies,Boston Red Sox,0.2684,0.3333,-0.0649,200,loss,negative
2026-05-12,PHI/BOS - Bot 1,bot,Zack Wheeler,Boston Red Sox,Philadelphia Phillies,0.2328,0.2597,-0.0269,285,win,negative
2026-05-12,DET/NYM - Top 1,top,Freddy Peralta,Detroit Tigers,New York Mets,0.2717,0.3226,-0.0509,210,loss,negative
2026-05-12,DET/NYM - Bot 1,bot,Jack Flaherty,New York Mets,Detroit Tigers,0.2736,0.2817,-0.0081,255,loss,negative
2026-05-12,CHC/ATL - Top 1,top,Grant Holmes,Chicago Cubs,Atlanta Braves,0.3287,0.3846,-0.0559,160,loss,negative
2026-05-12,CHC/ATL - Bot 1,bot,Colin Rea,Atlanta Braves,Chicago Cubs,0.4072,0.4,0.0072,150,win,marginal
2026-05-12,KC/CWS - Top 1,top,Erick Fedde,Kansas City Royals,Chicago White Sox,0.476,0.5,-0.024,100,win,negative
2026-05-12,KC/CWS - Bot 1,bot,Stephen Kolek,Chicago White Sox,Kansas City Royals,0.3772,0.3704,0.0068,170,loss,marginal
2026-05-12,MIA/MIN - Top 1,top,Bailey Ober,Miami Marlins,Minnesota Twins,0.4084,0.4878,-0.0794,105,loss,negative
2026-05-12,MIA/MIN - Bot 1,bot,Eury Pérez,Minnesota Twins,Miami Marlins,0.2936,0.2899,0.0037,245,loss,marginal
2026-05-12,SD/MIL - Top 1,top,Brandon Sproat,San Diego Padres,Milwaukee Brewers,0.3658,0.3226,0.0432,210,loss,marginal
2026-05-12,SD/MIL - Bot 1,bot,Bradgley Rodriguez,Milwaukee Brewers,San Diego Padres,0.2277,0.339,-0.1113,195,loss,negative
2026-05-12,ARI/TEX - Top 1,top,MacKenzie Gore,Arizona Diamondbacks,Texas Rangers,0.3322,0.3333,-0.0011,200,loss,negative
2026-05-12,ARI/TEX - Bot 1,bot,Zac Gallen,Texas Rangers,Arizona Diamondbacks,0.357,0.4082,-0.0512,145,loss,negative
2026-05-12,SEA/HOU - Top 1,top,Tatsuya Imai,Seattle Mariners,Houston Astros,0.3498,0.3448,0.005,190,loss,marginal
2026-05-12,SEA/HOU - Bot 1,bot,Bryan Woo,Houston Astros,Seattle Mariners,0.2952,0.3774,-0.0822,165,loss,negative
2026-05-12,STL/ATH - Bot 1,bot,Andre Pallante,Athletics,St. Louis Cardinals,0.3564,0.3704,-0.014,170,loss,negative
2026-05-12,SF/LAD - Top 1,top,Yoshinobu Yamamoto,San Francisco Giants,Los Angeles Dodgers,0.3269,0.3704,-0.0435,170,loss,negative
2026-05-12,SF/LAD - Bot 1,bot,Adrian Houser,Los Angeles Dodgers,San Francisco Giants,0.3766,0.5238,-0.1472,-110,win,negative
2026-05-13,COL/PIT - Top 1,top,Mitch Keller,Colorado Rockies,Pittsburgh Pirates,0.3542,0.3774,-0.0232,165,loss,negative
2026-05-13,COL/PIT - Bot 1,bot,Jose Quintana,Pittsburgh Pirates,Colorado Rockies,0.3267,0.4167,-0.09,140,win,negative
2026-05-13,TB/TOR - Top 1,top,Dylan Cease,Tampa Bay Rays,Toronto Blue Jays,0.2748,0.2778,-0.003,260,loss,negative
2026-05-13,TB/TOR - Bot 1,bot,Griffin Jax,Toronto Blue Jays,Tampa Bay Rays,0.2186,0.2857,-0.0671,250,win,negative
2026-05-13,DET/NYM - Top 1,top,Christian Scott,Detroit Tigers,New York Mets,0.2998,0.3125,-0.0127,220,loss,negative
2026-05-13,DET/NYM - Bot 1,bot,Framber Valdez,New York Mets,Detroit Tigers,0.3429,0.4082,-0.0653,145,win,negative
2026-05-13,CHC/ATL - Top 1,top,JR Ritchie,Chicago Cubs,Atlanta Braves,0.3756,0.4444,-0.0688,125,loss,negative
2026-05-13,CHC/ATL - Bot 1,bot,Shota Imanaga,Atlanta Braves,Chicago Cubs,0.3959,0.4167,-0.0208,140,loss,negative
2026-05-13,KC/CWS - Top 1,top,Noah Schultz,Kansas City Royals,Chicago White Sox,0.3435,0.4082,-0.0647,145,loss,negative
2026-05-13,KC/CWS - Bot 1,bot,Seth Lugo,Chicago White Sox,Kansas City Royals,0.3384,0.3279,0.0105,205,loss,marginal
2026-05-13,MIA/MIN - Top 1,top,Simeon Woods Richardson,Miami Marlins,Minnesota Twins,0.3701,0.4878,-0.1177,105,win,negative
2026-05-13,MIA/MIN - Bot 1,bot,Max Meyer,Minnesota Twins,Miami Marlins,0.2995,0.3571,-0.0576,180,loss,negative
2026-05-13,SD/MIL - Top 1,top,Jacob Misiorowski,San Diego Padres,Milwaukee Brewers,0.2822,0.2083,0.0739,380,loss,strong
2026-05-13,SD/MIL - Bot 1,bot,Michael King,Milwaukee Brewers,San Diego Padres,0.3102,0.3509,-0.0407,185,win,negative
2026-05-13,ARI/TEX - Top 1,top,Kumar Rocker,Arizona Diamondbacks,Texas Rangers,0.4338,0.4167,0.0171,140,loss,marginal
2026-05-13,ARI/TEX - Bot 1,bot,Ryne Nelson,Texas Rangers,Arizona Diamondbacks,0.3789,0.3448,0.0341,190,loss,marginal
2026-05-13,SEA/HOU - Top 1,top,Lance McCullers Jr.,Seattle Mariners,Houston Astros,0.3099,0.3509,-0.041,185,win,negative
2026-05-13,SEA/HOU - Bot 1,bot,Bryce Miller,Houston Astros,Seattle Mariners,0.3542,0.4167,-0.0625,140,win,negative
2026-05-13,STL/ATH - Bot 1,bot,Matthew Liberatore,Athletics,St. Louis Cardinals,0.2963,0.3125,-0.0162,220,loss,negative
2026-05-13,SF/LAD - Top 1,top,Shohei Ohtani,San Francisco Giants,Los Angeles Dodgers,0.2662,0.303,-0.0368,230,loss,negative
2026-05-13,SF/LAD - Bot 1,bot,Robbie Ray,Los Angeles Dodgers,San Francisco Giants,0.3197,0.3571,-0.0374,180,loss,negative
2026-05-14,WSH/CIN - Top 1,top,Chase Burns,Washington Nationals,Cincinnati Reds,0.1981,0.5,-0.3019,100,loss,negative
2026-05-14,MIA/MIN - Bot 1,bot,Braxton Garrett,Minnesota Twins,Miami Marlins,0.3742,0.4762,-0.102,110,loss,negative
2026-05-14,SD/MIL - Bot 1,bot,Griffin Canning,Milwaukee Brewers,San Diego Padres,0.3395,0.4545,-0.115,120,loss,negative
2026-05-14,SEA/HOU - Top 1,top,Mike Burrows,Seattle Mariners,Houston Astros,0.3328,0.3125,0.0203,220,loss,marginal
2026-05-14,SEA/HOU - Bot 1,bot,Luis Castillo,Houston Astros,Seattle Mariners,0.3133,0.3125,0.0008,220,win,marginal
2026-05-14,PHI/BOS - Top 1,top,Ranger Suarez,Philadelphia Phillies,Boston Red Sox,0.2829,0.3333,-0.0504,200,loss,negative
2026-05-14,PHI/BOS - Bot 1,bot,Jesús Luzardo,Boston Red Sox,Philadelphia Phillies,0.2415,0.2273,0.0142,340,loss,marginal
2026-05-14,CHC/ATL - Top 1,top,Chris Sale,Chicago Cubs,Atlanta Braves,0.2683,0.2778,-0.0095,260,loss,negative
2026-05-14,CHC/ATL - Bot 1,bot,Ben Brown,Atlanta Braves,Chicago Cubs,0.3069,0.3636,-0.0567,175,loss,negative
2026-05-14,KC/CWS - Top 1,top,Anthony Kay,Kansas City Royals,Chicago White Sox,0.3388,0.4348,-0.096,130,loss,negative
2026-05-14,KC/CWS - Bot 1,bot,Kris Bubic,Chicago White Sox,Kansas City Royals,0.3233,0.2817,0.0416,255,loss,marginal
2026-05-14,SF/LAD - Top 1,top,Emmet Sheehan,San Francisco Giants,Los Angeles Dodgers,0.3098,0.3226,-0.0128,210,loss,negative
2026-05-14,SF/LAD - Bot 1,bot,Landen Roupp,Los Angeles Dodgers,San Francisco Giants,0.3368,0.339,-0.0022,195,loss,negative
2026-05-15,PHI/PIT - Top 1,top,Braxton Ashcraft,Philadelphia Phillies,Pittsburgh Pirates,0.2953,0.2985,-0.0032,235,win,negative
2026-05-15,PHI/PIT - Bot 1,bot,Aaron Nola,Pittsburgh Pirates,Philadelphia Phillies,0.2635,0.303,-0.0395,230,loss,negative
2026-05-15,BAL/WSH - Bot 1,bot,Shane Baz,Washington Nationals,Baltimore Orioles,0.2679,0.3448,-0.0769,190,loss,negative
2026-05-15,TOR/DET - Top 1,top,Brenan Hanifee,Toronto Blue Jays,Detroit Tigers,0.4205,0.4651,-0.0446,115,loss,negative
2026-05-15,TOR/DET - Bot 1,bot,Trey Yesavage,Detroit Tigers,Toronto Blue Jays,0.2482,0.2899,-0.0417,245,loss,negative
2026-05-15,CIN/CLE - Top 1,top,Tanner Bibee,Cincinnati Reds,Cleveland Guardians,0.2948,0.2941,0.0007,240,win,marginal
2026-05-15,CIN/CLE - Bot 1,bot,Andrew Abbott,Cleveland Guardians,Cincinnati Reds,0.3711,0.4762,-0.1051,110,loss,negative
2026-05-15,MIA/TB - Top 1,top,Ian Seymour,Miami Marlins,Tampa Bay Rays,0.3162,0.3846,-0.0684,160,loss,negative
2026-05-15,MIA/TB - Bot 1,bot,Janson Junk,Tampa Bay Rays,Miami Marlins,0.4019,0.4651,-0.0632,115,win,negative
2026-05-15,MIL/MIN - Top 1,top,Joe Ryan,Milwaukee Brewers,Minnesota Twins,0.2737,0.3175,-0.0438,215,loss,negative
2026-05-15,MIL/MIN - Bot 1,bot,Coleman Crow,Minnesota Twins,Milwaukee Brewers,0.348,0.4878,-0.1398,105,win,negative
2026-05-15,BOS/ATL - Top 1,top,Spencer Strider,Boston Red Sox,Atlanta Braves,0.2868,0.2941,-0.0073,240,win,negative
2026-05-15,BOS/ATL - Bot 1,bot,Connelly Early,Atlanta Braves,Boston Red Sox,0.2086,0.4167,-0.2081,140,loss,negative
2026-05-15,NYY/NYM - Top 1,top,Clay Holmes,New York Yankees,New York Mets,0.3589,0.3571,0.0018,180,loss,marginal
