date,game_id,half,pitcher,batting_team,pitching_team,model_prob,implied_prob,ev,dk_no_odds,result,ev_category
2026-04-22,NYY/BOS - Bot 1,bot,Max Fried,Boston Red Sox,New York Yankees,0.3098,0.339,-0.0292,195,loss,negative
2026-04-22,MIN/NYM - Top 1,top,Clay Holmes,Minnesota Twins,New York Mets,0.3609,0.4167,-0.0558,140,win,negative
2026-04-22,MIN/NYM - Bot 1,bot,Connor Prielipp,New York Mets,Minnesota Twins,0.3488,0.4255,-0.0767,135,loss,negative
2026-04-22,PHI/CHC - Top 1,top,Matthew Boyd,Philadelphia Phillies,Chicago Cubs,0.3163,0.3175,-0.0012,215,loss,negative
2026-04-22,PHI/CHC - Bot 1,bot,Kyle Backhus,Chicago Cubs,Philadelphia Phillies,0.3845,0.4,-0.0155,150,loss,negative
2026-04-22,PIT/TEX - Top 1,top,Jack Leiter,Pittsburgh Pirates,Texas Rangers,0.2661,0.25,0.0161,300,loss,marginal
2026-04-22,PIT/TEX - Bot 1,bot,Braxton Ashcraft,Texas Rangers,Pittsburgh Pirates,0.2986,0.2667,0.0319,275,loss,marginal
2026-04-22,SD/COL - Top 1,top,Tomoyuki Sugano,San Diego Padres,Colorado Rockies,0.3853,0.4444,-0.0591,125,loss,negative
2026-04-22,SD/COL - Bot 1,bot,Walker Buehler,Colorado Rockies,San Diego Padres,0.3539,0.3571,-0.0032,180,loss,negative
2026-04-22,CWS/ARI - Top 1,top,Eduardo Rodriguez,Chicago White Sox,Arizona Diamondbacks,0.3088,0.4444,-0.1356,125,loss,negative
2026-04-22,CWS/ARI - Bot 1,bot,Anthony Kay,Arizona Diamondbacks,Chicago White Sox,0.3721,0.4651,-0.093,115,win,negative
2026-04-22,LAD/SF - Top 1,top,Tyler Mahle,Los Angeles Dodgers,San Francisco Giants,,0.3636,,175,loss,
2026-04-22,LAD/SF - Bot 1,bot,Shohei Ohtani,San Francisco Giants,Los Angeles Dodgers,,0.2703,,270,loss,
2026-04-23,MIL/DET - Top 1,top,Tarik Skubal,Milwaukee Brewers,Detroit Tigers,0.2561,0.339,-0.0829,195,loss,negative
2026-04-23,LAD/SF - Top 1,top,Logan Webb,Los Angeles Dodgers,San Francisco Giants,0.2715,0.4651,-0.1936,115,loss,negative
2026-04-23,MIN/NYM - Top 1,top,Christian Scott,Minnesota Twins,New York Mets,0.3125,0.3636,-0.0511,175,loss,negative
2026-04-23,MIN/NYM - Bot 1,bot,Joe Ryan,New York Mets,Minnesota Twins,0.2566,0.3279,-0.0713,205,loss,negative
2026-04-23,PIT/TEX - Top 1,top,Jacob deGrom,Pittsburgh Pirates,Texas Rangers,0.2267,0.2083,0.0184,380,loss,marginal
2026-04-23,PIT/TEX - Bot 1,bot,Bubba Chandler,Texas Rangers,Pittsburgh Pirates,0.3201,0.303,0.0171,230,loss,marginal
2026-04-24,BOS/BAL - Top 1,top,Brandon Young,Boston Red Sox,Baltimore Orioles,0.3602,0.4167,-0.0565,140,win,negative
2026-04-24,BOS/BAL - Bot 1,bot,Brayan Bello,Baltimore Orioles,Boston Red Sox,0.3719,0.4348,-0.0629,130,loss,negative
2026-04-24,CLE/TOR - Top 1,top,Max Scherzer,Cleveland Guardians,Toronto Blue Jays,0.3566,0.3846,-0.028,160,win,negative
2026-04-24,CLE/TOR - Bot 1,bot,Gavin Williams,Toronto Blue Jays,Cleveland Guardians,0.3606,0.3704,-0.0098,170,loss,negative
2026-04-24,COL/NYM - Top 1,top,Freddy Peralta,Colorado Rockies,New York Mets,0.2755,0.2532,0.0223,295,loss,marginal
2026-04-24,COL/NYM - Bot 1,bot,Michael Lorenzen,New York Mets,Colorado Rockies,0.3182,0.4082,-0.09,145,loss,negative
2026-04-24,MIN/TB - Top 1,top,Drew Rasmussen,Minnesota Twins,Tampa Bay Rays,0.3415,0.3448,-0.0033,190,loss,negative
2026-04-24,MIN/TB - Bot 1,bot,Taj Bradley,Tampa Bay Rays,Minnesota Twins,0.3543,0.3704,-0.0161,170,loss,negative
2026-04-24,PHI/ATL - Top 1,top,Grant Holmes,Philadelphia Phillies,Atlanta Braves,0.2984,0.3226,-0.0242,210,loss,negative
2026-04-24,PHI/ATL - Bot 1,bot,Andrew Painter,Atlanta Braves,Philadelphia Phillies,0.3283,0.3333,-0.005,200,loss,negative
2026-04-24,LAA/KC - Top 1,top,Noah Cameron,Los Angeles Angels,Kansas City Royals,0.2664,0.3509,-0.0845,185,win,negative
2026-04-24,LAA/KC - Bot 1,bot,Yusei Kikuchi,Kansas City Royals,Los Angeles Angels,0.3486,0.4,-0.0514,150,loss,negative
2026-04-24,WSH/CWS - Top 1,top,Bryan Hudson,Washington Nationals,Chicago White Sox,0.277,0.2857,-0.0087,250,loss,negative
2026-04-24,PIT/MIL - Top 1,top,Brandon Woodruff,Pittsburgh Pirates,Milwaukee Brewers,0.2313,0.2564,-0.0251,290,loss,negative
2026-04-24,PIT/MIL - Bot 1,bot,Paul Skenes,Milwaukee Brewers,Pittsburgh Pirates,0.2525,0.2222,0.0303,350,loss,marginal
2026-04-24,ATH/TEX - Top 1,top,Nathan Eovaldi,Athletics,Texas Rangers,0.3038,0.3125,-0.0087,220,loss,negative
2026-04-24,NYY/HOU - Top 1,top,Lance McCullers Jr.,New York Yankees,Houston Astros,0.285,0.3448,-0.0598,190,win,negative
2026-04-24,NYY/HOU - Bot 1,bot,Will Warren,Houston Astros,New York Yankees,0.3001,0.4082,-0.1081,145,loss,negative
2026-04-24,SEA/STL - Top 1,top,Andre Pallante,Seattle Mariners,St. Louis Cardinals,0.3792,0.4167,-0.0375,140,loss,negative
2026-04-24,SEA/STL - Bot 1,bot,George Kirby,St. Louis Cardinals,Seattle Mariners,0.2948,0.3333,-0.0385,200,win,negative
2026-04-24,DET/CIN - Top 1,top,Andrew Abbott,Detroit Tigers,Cincinnati Reds,0.3325,0.4255,-0.093,135,loss,negative
2026-04-24,DET/CIN - Bot 1,bot,Framber Valdez,Cincinnati Reds,Detroit Tigers,0.2894,0.3333,-0.0439,200,win,negative
2026-04-24,CHC/LAD - Top 1,top,Emmet Sheehan,Chicago Cubs,Los Angeles Dodgers,,0.3636,,175,loss,
2026-04-24,CHC/LAD - Bot 1,bot,Jameson Taillon,Los Angeles Dodgers,Chicago Cubs,,0.3846,,160,loss,
2026-04-24,MIA/SF - Top 1,top,Adrian Houser,Miami Marlins,San Francisco Giants,,0.4651,,115,loss,
2026-04-24,MIA/SF - Bot 1,bot,Sandy Alcantara,San Francisco Giants,Miami Marlins,,0.4255,,135,loss,
2026-04-25,BOS/BAL - Top 1,top,Trevor Rogers,Boston Red Sox,Baltimore Orioles,0.3167,0.2381,0.0786,320,win,strong
2026-04-25,BOS/BAL - Bot 1,bot,Garrett Crochet,Baltimore Orioles,Boston Red Sox,0.2376,0.3226,-0.085,210,loss,negative
2026-04-25,SEA/STL - Top 1,top,Matthew Liberatore,Seattle Mariners,St. Louis Cardinals,0.3373,0.4444,-0.1071,125,loss,negative
2026-04-25,SEA/STL - Bot 1,bot,Bryan Woo,St. Louis Cardinals,Seattle Mariners,0.3027,0.3704,-0.0677,170,loss,negative
2026-04-25,CLE/TOR - Top 1,top,Kevin Gausman,Cleveland Guardians,Toronto Blue Jays,0.3346,0.4545,-0.1199,120,win,negative
2026-04-25,CLE/TOR - Bot 1,bot,Joey Cantillo,Toronto Blue Jays,Cleveland Guardians,0.3208,0.5556,-0.2348,-125,loss,negative
2026-04-25,SD/ARI - Top 1,top,Zac Gallen,San Diego Padres,Arizona Diamondbacks,0.3285,0.3922,-0.0637,155,win,negative
2026-04-25,SD/ARI - Bot 1,bot,Germán Márquez,Arizona Diamondbacks,San Diego Padres,0.4364,0.4444,-0.008,125,loss,negative
2026-04-25,ATH/TEX - Top 1,top,MacKenzie Gore,Athletics,Texas Rangers,0.2142,0.2273,-0.0131,340,loss,negative
2026-04-25,LAA/KC - Top 1,top,Cole Ragans,Los Angeles Angels,Kansas City Royals,0.1196,0.2222,-0.1026,350,loss,negative
2026-04-25,LAA/KC - Bot 1,bot,Walbert Urena,Kansas City Royals,Los Angeles Angels,0.3529,0.3636,-0.0107,175,win,negative
2026-04-25,NYY/HOU - Top 1,top,Mike Burrows,New York Yankees,Houston Astros,0.3079,0.3077,0.0002,225,loss,marginal
2026-04-25,NYY/HOU - Bot 1,bot,Ryan Weathers,Houston Astros,New York Yankees,0.3651,0.3774,-0.0123,165,win,negative
2026-04-25,PIT/MIL - Top 1,top,Jacob Misiorowski,Pittsburgh Pirates,Milwaukee Brewers,0.162,0.2041,-0.0421,390,loss,negative
2026-04-25,PIT/MIL - Bot 1,bot,Mitch Keller,Milwaukee Brewers,Pittsburgh Pirates,0.3336,0.339,-0.0054,195,loss,negative
2026-04-25,DET/CIN - Top 1,top,Brady Singer,Detroit Tigers,Cincinnati Reds,0.3144,0.3922,-0.0778,155,win,negative
2026-04-25,DET/CIN - Bot 1,bot,Jack Flaherty,Cincinnati Reds,Detroit Tigers,0.2466,0.2667,-0.0201,275,loss,negative
2026-04-25,CHC/LAD - Top 1,top,Roki Sasaki,Chicago Cubs,Los Angeles Dodgers,0.4133,0.4255,-0.0122,135,win,negative
2026-04-25,CHC/LAD - Bot 1,bot,Colin Rea,Los Angeles Dodgers,Chicago Cubs,0.3377,0.3636,-0.0259,175,loss,negative
2026-04-25,PHI/ATL - Top 1,top,Bryce Elder,Philadelphia Phillies,Atlanta Braves,0.3451,0.3571,-0.012,180,win,negative
2026-04-25,PHI/ATL - Bot 1,bot,Zack Wheeler,Atlanta Braves,Philadelphia Phillies,0.247,0.25,-0.003,300,loss,negative
2026-04-26,BOS/BAL - Bot 1,bot,Connelly Early,Baltimore Orioles,Boston Red Sox,0.1865,0.4444,-0.2579,125,win,negative
2026-04-26,CLE/TOR - Top 1,top,Patrick Corbin,Cleveland Guardians,Toronto Blue Jays,0.3824,0.2,0.1824,400,loss,strong
2026-04-26,CLE/TOR - Bot 1,bot,Slade Cecconi,Toronto Blue Jays,Cleveland Guardians,0.3828,0.3774,0.0054,165,loss,marginal
2026-04-26,MIN/TB - Top 1,top,Griffin Jax,Minnesota Twins,Tampa Bay Rays,0.2277,0.4651,-0.2374,115,loss,negative
2026-04-26,MIN/TB - Bot 1,bot,Simeon Woods Richardson,Tampa Bay Rays,Minnesota Twins,0.3461,0.2778,0.0683,260,loss,strong
2026-04-26,SEA/STL - Bot 1,bot,Emerson Hancock,St. Louis Cardinals,Seattle Mariners,0.3777,0.3448,0.0329,190,loss,marginal
2026-04-27,STL/PIT - Top 1,top,Mason Montgomery,St. Louis Cardinals,Pittsburgh Pirates,0.2333,0.274,-0.0407,265,loss,negative
2026-04-27,STL/PIT - Bot 1,bot,Dustin May,Pittsburgh Pirates,St. Louis Cardinals,0.29,0.3333,-0.0433,200,win,negative
2026-04-27,BOS/TOR - Top 1,top,Dylan Cease,Boston Red Sox,Toronto Blue Jays,0.2226,0.1905,0.0321,425,loss,marginal
2026-04-27,BOS/TOR - Bot 1,bot,Ranger Suarez,Toronto Blue Jays,Boston Red Sox,0.3697,0.5238,-0.1541,-110,loss,negative
2026-04-27,SEA/MIN - Top 1,top,Connor Prielipp,Seattle Mariners,Minnesota Twins,0.3028,0.2857,0.0171,250,loss,marginal
2026-04-27,SEA/MIN - Bot 1,bot,Luis Castillo,Minnesota Twins,Seattle Mariners,0.3291,0.3333,-0.0042,200,win,negative
2026-04-27,NYY/TEX - Top 1,top,Jack Leiter,New York Yankees,Texas Rangers,0.3049,0.2667,0.0382,275,win,marginal
2026-04-27,NYY/TEX - Bot 1,bot,Max Fried,Texas Rangers,New York Yankees,0.2941,0.3448,-0.0507,190,loss,negative
2026-04-27,LAA/CWS - Top 1,top,Anthony Kay,Los Angeles Angels,Chicago White Sox,0.2553,0.3922,-0.1369,155,win,negative
2026-04-27,LAA/CWS - Bot 1,bot,Jack Kochanowicz,Chicago White Sox,Los Angeles Angels,0.3866,0.4167,-0.0301,140,loss,negative
2026-04-27,CHC/SD - Top 1,top,Randy Vásquez,Chicago Cubs,San Diego Padres,,0.4444,,125,loss,
2026-04-27,CHC/SD - Bot 1,bot,Matthew Boyd,San Diego Padres,Chicago Cubs,,0.2941,,240,win,
2026-04-27,MIA/LAD - Top 1,top,Yoshinobu Yamamoto,Miami Marlins,Los Angeles Dodgers,,0.3226,,210,loss,
2026-04-27,MIA/LAD - Bot 1,bot,Chris Paddack,Los Angeles Dodgers,Miami Marlins,,0.3922,,155,win,
2026-04-28,HOU/BAL - Top 1,top,Shane Baz,Houston Astros,Baltimore Orioles,0.3348,0.4167,-0.0819,140,loss,negative
2026-04-28,HOU/BAL - Bot 1,bot,Kai-Wei Teng,Baltimore Orioles,Houston Astros,0.2745,0.3636,-0.0891,175,win,negative
2026-04-28,COL/CIN - Top 1,top,Chase Burns,Colorado Rockies,Cincinnati Reds,0.1715,0.2273,-0.0558,340,loss,negative
2026-04-28,COL/CIN - Bot 1,bot,Kyle Freeland,Cincinnati Reds,Colorado Rockies,0.336,0.3636,-0.0276,175,win,negative
2026-04-28,STL/PIT - Top 1,top,Braxton Ashcraft,St. Louis Cardinals,Pittsburgh Pirates,0.2997,0.339,-0.0393,195,loss,negative
2026-04-28,STL/PIT - Bot 1,bot,Kyle Leahy,Pittsburgh Pirates,St. Louis Cardinals,0.2711,0.3333,-0.0622,200,loss,negative
2026-04-28,SF/PHI - Top 1,top,Jesús Luzardo,San Francisco Giants,Philadelphia Phillies,0.2792,0.339,-0.0598,195,loss,negative
2026-04-28,SF/PHI - Bot 1,bot,Tyler Mahle,Philadelphia Phillies,San Francisco Giants,0.347,0.3571,-0.0101,180,win,negative
2026-04-28,BOS/TOR - Top 1,top,Trey Yesavage,Boston Red Sox,Toronto Blue Jays,0.2464,0.2174,0.029,360,win,marginal
2026-04-28,BOS/TOR - Bot 1,bot,Payton Tolle,Toronto Blue Jays,Boston Red Sox,0.3039,0.3922,-0.0883,155,win,negative
2026-04-28,WSH/NYM - Top 1,top,Clay Holmes,Washington Nationals,New York Mets,0.3587,0.4,-0.0413,150,loss,negative
2026-04-28,DET/ATL - Top 1,top,Martín Pérez,Detroit Tigers,Atlanta Braves,0.3558,0.4545,-0.0987,120,win,negative
2026-04-28,DET/ATL - Bot 1,bot,Casey Mize,Atlanta Braves,Detroit Tigers,0.338,0.3226,0.0154,210,loss,marginal
2026-04-28,SEA/MIN - Top 1,top,Joe Ryan,Seattle Mariners,Minnesota Twins,0.2879,0.274,0.0139,265,loss,marginal
2026-04-28,SEA/MIN - Bot 1,bot,Logan Gilbert,Minnesota Twins,Seattle Mariners,0.2488,0.2985,-0.0497,235,win,negative
2026-04-28,LAA/CWS - Top 1,top,Davis Martin,Los Angeles Angels,Chicago White Sox,0.3281,0.3175,0.0106,215,loss,marginal
2026-04-28,LAA/CWS - Bot 1,bot,José Soriano,Chicago White Sox,Los Angeles Angels,0.3324,0.2703,0.0621,270,loss,strong
2026-04-28,ARI/MIL - Top 1,top,Chad Patrick,Arizona Diamondbacks,Milwaukee Brewers,0.3255,0.3922,-0.0667,155,loss,negative
2026-04-28,ARI/MIL - Bot 1,bot,Merrill Kelly,Milwaukee Brewers,Arizona Diamondbacks,0.3059,0.3226,-0.0167,210,loss,negative
2026-04-28,NYY/TEX - Top 1,top,Jacob deGrom,New York Yankees,Texas Rangers,0.2635,0.2174,0.0461,360,loss,marginal
2026-04-28,NYY/TEX - Bot 1,bot,Cam Schlittler,Texas Rangers,New York Yankees,0.2675,0.2597,0.0078,285,loss,marginal
2026-04-28,KC/ATH - Bot 1,bot,Kris Bubic,Athletics,Kansas City Royals,0.2953,0.3333,-0.038,200,loss,negative
2026-04-28,CHC/SD - Top 1,top,Walker Buehler,Chicago Cubs,San Diego Padres,,0.4762,,110,loss,
2026-04-28,CHC/SD - Bot 1,bot,Edward Cabrera,San Diego Padres,Chicago Cubs,,0.303,,230,loss,
2026-04-28,MIA/LAD - Top 1,top,Shohei Ohtani,Miami Marlins,Los Angeles Dodgers,,0.2632,,280,loss,
2026-04-28,MIA/LAD - Bot 1,bot,Janson Junk,Los Angeles Dodgers,Miami Marlins,,0.4167,,140,win,
2026-04-29,COL/CIN - Top 1,top,Brandon Williamson,Colorado Rockies,Cincinnati Reds,0.2759,0.3774,-0.1015,165,loss,negative
2026-04-29,COL/CIN - Bot 1,bot,Tomoyuki Sugano,Cincinnati Reds,Colorado Rockies,0.3526,0.4167,-0.0641,140,loss,negative
2026-04-29,STL/PIT - Top 1,top,Bubba Chandler,St. Louis Cardinals,Pittsburgh Pirates,0.319,0.4082,-0.0892,145,loss,negative
2026-04-29,STL/PIT - Bot 1,bot,Andre Pallante,Pittsburgh Pirates,St. Louis Cardinals,0.3185,0.3333,-0.0148,200,win,negative
2026-04-29,WSH/NYM - Top 1,top,David Peterson,Washington Nationals,New York Mets,0.279,0.3704,-0.0914,170,loss,negative
2026-04-29,DET/ATL - Top 1,top,JR Ritchie,Detroit Tigers,Atlanta Braves,0.3178,0.3774,-0.0596,165,loss,negative
2026-04-29,DET/ATL - Bot 1,bot,Tarik Skubal,Atlanta Braves,Detroit Tigers,0.2476,0.2817,-0.0341,255,loss,negative
2026-04-29,ARI/MIL - Top 1,top,Brandon Sproat,Arizona Diamondbacks,Milwaukee Brewers,0.3638,0.4,-0.0362,150,loss,negative
2026-04-29,ARI/MIL - Bot 1,bot,Eduardo Rodriguez,Milwaukee Brewers,Arizona Diamondbacks,0.309,0.4,-0.091,150,loss,negative
2026-04-29,KC/ATH - Bot 1,bot,Michael Wacha,Athletics,Kansas City Royals,0.3644,0.3704,-0.006,170,loss,negative
2026-04-30,HOU/BAL - Top 1,top,Chris Bassitt,Houston Astros,Baltimore Orioles,0.3108,0.4348,-0.124,130,loss,negative
2026-04-30,HOU/BAL - Bot 1,bot,Peter Lambert,Baltimore Orioles,Houston Astros,0.2804,0.3636,-0.0832,175,loss,negative
2026-04-30,DET/ATL - Top 1,top,Bryce Elder,Detroit Tigers,Atlanta Braves,0.3354,0.3226,0.0128,210,win,marginal
2026-04-30,DET/ATL - Bot 1,bot,Framber Valdez,Atlanta Braves,Detroit Tigers,0.3148,0.3226,-0.0078,210,loss,negative
2026-04-30,STL/PIT - Top 1,top,Paul Skenes,St. Louis Cardinals,Pittsburgh Pirates,0.2741,0.339,-0.0649,195,loss,negative
2026-04-30,COL/CIN - Top 1,top,Andrew Abbott,Colorado Rockies,Cincinnati Reds,0.3078,0.3279,-0.0201,205,loss,negative
2026-04-30,COL/CIN - Bot 1,bot,Michael Lorenzen,Cincinnati Reds,Colorado Rockies,0.2929,0.5122,-0.2193,-105,loss,negative
2026-04-30,WSH/NYM - Top 1,top,Freddy Peralta,Washington Nationals,New York Mets,0.3108,0.2703,0.0405,270,loss,marginal
2026-04-30,ARI/MIL - Top 1,top,Brandon Woodruff,Arizona Diamondbacks,Milwaukee Brewers,0.3008,0.2128,0.088,370,loss,strong
2026-04-30,ARI/MIL - Bot 1,bot,Michael Soroka,Milwaukee Brewers,Arizona Diamondbacks,0.2629,0.4762,-0.2133,110,win,negative
2026-04-30,KC/ATH - Bot 1,bot,Noah Cameron,Athletics,Kansas City Royals,0.3412,0.2,0.1412,400,loss,strong
2026-04-30,TOR/MIN - Top 1,top,Bailey Ober,Toronto Blue Jays,Minnesota Twins,0.3598,0.4167,-0.0569,140,loss,negative
2026-04-30,TOR/MIN - Bot 1,bot,Kevin Gausman,Minnesota Twins,Toronto Blue Jays,0.3029,0.3333,-0.0304,200,win,negative
2026-05-01,TEX/DET - Top 1,top,Jack Flaherty,Texas Rangers,Detroit Tigers,0.2849,0.3175,-0.0326,215,win,negative
2026-05-01,TEX/DET - Bot 1,bot,MacKenzie Gore,Detroit Tigers,Texas Rangers,0.2653,0.2899,-0.0246,245,loss,negative
2026-05-01,CIN/PIT - Top 1,top,Mitch Keller,Cincinnati Reds,Pittsburgh Pirates,0.3193,0.339,-0.0197,195,loss,negative
2026-05-01,CIN/PIT - Bot 1,bot,Brady Singer,Pittsburgh Pirates,Cincinnati Reds,0.2583,0.3279,-0.0696,205,loss,negative
2026-05-01,MIL/WSH - Bot 1,bot,Jacob Misiorowski,Washington Nationals,Milwaukee Brewers,0.1944,0.2273,-0.0329,340,loss,negative
2026-05-01,BAL/NYY - Top 1,top,Will Warren,Baltimore Orioles,New York Yankees,0.3016,0.3704,-0.0688,170,loss,negative
2026-05-01,BAL/NYY - Bot 1,bot,Cade Povich,New York Yankees,Baltimore Orioles,0.284,0.3571,-0.0731,180,loss,negative
2026-05-01,HOU/BOS - Top 1,top,Jake Bennett,Houston Astros,Boston Red Sox,0.3628,0.4651,-0.1023,115,loss,negative
2026-05-01,HOU/BOS - Bot 1,bot,Mike Burrows,Boston Red Sox,Houston Astros,0.2749,0.2703,0.0046,270,win,marginal
2026-05-01,SF/TB - Top 1,top,Shane McClanahan,San Francisco Giants,Tampa Bay Rays,0.3479,0.3226,0.0253,210,loss,marginal
2026-05-01,SF/TB - Bot 1,bot,Robbie Ray,Tampa Bay Rays,San Francisco Giants,0.3361,0.3636,-0.0275,175,loss,negative
2026-05-01,PHI/MIA - Top 1,top,Eury Pérez,Philadelphia Phillies,Miami Marlins,0.2722,0.2564,0.0158,290,loss,marginal
2026-05-01,PHI/MIA - Bot 1,bot,Zack Wheeler,Miami Marlins,Philadelphia Phillies,0.2593,0.2381,0.0212,320,loss,marginal
2026-05-01,TOR/MIN - Top 1,top,Simeon Woods Richardson,Toronto Blue Jays,Minnesota Twins,0.3311,0.4255,-0.0944,135,win,negative
2026-05-01,TOR/MIN - Bot 1,bot,Patrick Corbin,Minnesota Twins,Toronto Blue Jays,0.3793,0.4082,-0.0289,145,loss,negative
2026-05-01,LAD/STL - Top 1,top,Matthew Liberatore,Los Angeles Dodgers,St. Louis Cardinals,0.3079,0.4348,-0.1269,130,loss,negative
2026-05-01,LAD/STL - Bot 1,bot,Emmet Sheehan,St. Louis Cardinals,Los Angeles Dodgers,0.2596,0.3636,-0.104,175,loss,negative
2026-05-01,ATL/COL - Top 1,top,Jose Quintana,Atlanta Braves,Colorado Rockies,0.3797,0.5,-0.1203,100,win,negative
2026-05-01,ATL/COL - Bot 1,bot,Grant Holmes,Colorado Rockies,Atlanta Braves,0.2818,0.3226,-0.0408,210,loss,negative
2026-05-01,NYM/LAA - Top 1,top,Walbert Urena,New York Mets,Los Angeles Angels,0.3033,0.3448,-0.0415,190,loss,negative
2026-05-01,NYM/LAA - Bot 1,bot,Christian Scott,Los Angeles Angels,New York Mets,0.2916,0.2667,0.0249,275,loss,marginal
2026-05-01,CLE/ATH - Bot 1,bot,Joey Cantillo,Athletics,Cleveland Guardians,0.2824,0.303,-0.0206,230,win,negative
2026-05-01,CWS/SD - Top 1,top,Germán Márquez,Chicago White Sox,San Diego Padres,0.4089,0.4255,-0.0166,135,loss,negative
2026-05-01,CWS/SD - Bot 1,bot,Noah Schultz,San Diego Padres,Chicago White Sox,0.3474,0.3226,0.0248,210,win,marginal
2026-05-01,KC/SEA - Top 1,top,Bryan Woo,Kansas City Royals,Seattle Mariners,0.3331,0.4,-0.0669,150,win,negative
2026-05-01,KC/SEA - Bot 1,bot,Cole Ragans,Seattle Mariners,Kansas City Royals,0.1912,0.2174,-0.0262,360,loss,negative
2026-05-02,BAL/NYY - Top 1,top,Ryan Weathers,Baltimore Orioles,New York Yankees,0.2922,0.3704,-0.0782,170,loss,negative
2026-05-02,BAL/NYY - Bot 1,bot,Kyle Bradish,New York Yankees,Baltimore Orioles,0.1933,0.3509,-0.1576,185,loss,negative
2026-05-02,SF/TB - Top 1,top,Griffin Jax,San Francisco Giants,Tampa Bay Rays,0.2636,0.3077,-0.0441,225,loss,negative
2026-05-02,SF/TB - Bot 1,bot,Landen Roupp,Tampa Bay Rays,San Francisco Giants,0.3425,0.3704,-0.0279,170,loss,negative
2026-05-02,LAD/STL - Top 1,top,Michael McGreevy,Los Angeles Dodgers,St. Louis Cardinals,0.4041,0.4545,-0.0504,120,win,negative
2026-05-02,LAD/STL - Bot 1,bot,Roki Sasaki,St. Louis Cardinals,Los Angeles Dodgers,0.364,0.4255,-0.0615,135,loss,negative
2026-05-02,TEX/DET - Top 1,top,Keider Montero,Texas Rangers,Detroit Tigers,0.3722,0.3922,-0.02,155,win,negative
2026-05-02,TEX/DET - Bot 1,bot,Kumar Rocker,Detroit Tigers,Texas Rangers,0.3331,0.4255,-0.0924,135,win,negative
2026-05-02,ATL/COL - Top 1,top,Brennan Bernardino,Atlanta Braves,Colorado Rockies,0.3482,0.4082,-0.06,145,loss,negative
2026-05-02,ATL/COL - Bot 1,bot,Chris Sale,Colorado Rockies,Atlanta Braves,0.2174,0.2326,-0.0152,330,loss,negative
2026-05-02,CWS/SD - Top 1,top,Michael King,Chicago White Sox,San Diego Padres,0.3078,0.2941,0.0137,240,loss,marginal
2026-05-02,CWS/SD - Bot 1,bot,Sean Burke,San Diego Padres,Chicago White Sox,0.306,0.3226,-0.0166,210,loss,negative
2026-05-02,NYM/LAA - Top 1,top,Reid Detmers,New York Mets,Los Angeles Angels,,0.2941,,240,loss,
2026-05-02,NYM/LAA - Bot 1,bot,Nolan McLean,Los Angeles Angels,New York Mets,,0.1818,,450,loss,
2026-05-02,KC/SEA - Top 1,top,Emerson Hancock,Kansas City Royals,Seattle Mariners,0.446,0.4444,0.0016,125,loss,marginal
2026-05-02,KC/SEA - Bot 1,bot,Seth Lugo,Seattle Mariners,Kansas City Royals,0.3327,0.3704,-0.0377,170,win,negative
2026-05-03,HOU/BOS - Bot 1,bot,Cody Bolton,Boston Red Sox,Houston Astros,0.2211,0.3922,-0.1711,155,loss,negative
2026-05-03,CIN/PIT - Bot 1,bot,Chase Burns,Pittsburgh Pirates,Cincinnati Reds,0.1637,0.4545,-0.2908,120,loss,negative
2026-05-03,BAL/NYY - Top 1,top,Max Fried,Baltimore Orioles,New York Yankees,0.2985,0.2778,0.0207,260,loss,marginal
2026-05-03,BAL/NYY - Bot 1,bot,Trey Gibson,New York Yankees,Baltimore Orioles,0.3135,0.2985,0.015,235,win,marginal
2026-05-03,MIL/WSH - Bot 1,bot,Logan Henderson,Washington Nationals,Milwaukee Brewers,0.26,0.4255,-0.1655,135,loss,negative
2026-05-03,PHI/MIA - Top 1,top,Chris Paddack,Philadelphia Phillies,Miami Marlins,0.3931,0.3846,0.0085,160,loss,marginal
2026-05-03,PHI/MIA - Bot 1,bot,Jesús Luzardo,Miami Marlins,Philadelphia Phillies,0.2779,0.3571,-0.0792,180,loss,negative
2026-05-03,LAD/STL - Top 1,top,Dustin May,Los Angeles Dodgers,St. Louis Cardinals,0.2925,0.3704,-0.0779,170,loss,negative
2026-05-03,LAD/STL - Bot 1,bot,Justin Wrobleski,St. Louis Cardinals,Los Angeles Dodgers,0.2818,0.3774,-0.0956,165,win,negative
2026-05-03,ARI/CHC - Top 1,top,Matthew Boyd,Arizona Diamondbacks,Chicago Cubs,0.4041,0.2985,0.1056,235,loss,strong
2026-05-03,TEX/DET - Top 1,top,Tyler Holton,Texas Rangers,Detroit Tigers,0.3386,0.4255,-0.0869,135,loss,negative
2026-05-03,TEX/DET - Bot 1,bot,Jack Leiter,Detroit Tigers,Texas Rangers,0.3068,0.3448,-0.038,190,loss,negative
2026-05-04,TOR/TB - Top 1,top,Nick Martinez,Toronto Blue Jays,Tampa Bay Rays,0.4122,0.4255,-0.0133,135,loss,negative
2026-05-04,TOR/TB - Bot 1,bot,Eric Lauer,Tampa Bay Rays,Toronto Blue Jays,0.3487,0.4545,-0.1058,120,win,negative
2026-05-04,PHI/MIA - Top 1,top,Janson Junk,Philadelphia Phillies,Miami Marlins,0.3822,0.3846,-0.0024,160,loss,negative
