Name,playerId,Season,Tm,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG
Miguel Vargas,678246,Total,CWS,59,145,123,16,9,4,0,3,0,10,17,0,42,2,3,0,3,0,0,.130
José Abreu,547989,Total,HOU,31,83,79,10,8,0,0,2,0,6,2,0,23,1,1,0,3,0,0,.127
CJ Alexander,680769,Total,KCR,3,8,8,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.125
Jorge Barrosa,678489,Total,ARI,6,9,8,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,.125
Edwin Rios,621458,Total,CIN,3,9,8,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,.125
Seby Zavala,664874,Total,SEA,11,26,24,3,2,1,0,0,0,1,2,0,10,0,0,0,1,0,0,.125
Aaron Hicks,543305,Total,LAA,16,46,41,5,5,0,0,0,0,3,5,0,17,0,0,0,0,0,0,.122
Ryan Kreidler,668952,Total,DET,23,46,41,5,4,0,0,1,0,2,5,0,15,0,0,0,1,0,0,.122
Trenton Brooks,670092,Total,SFG,12,29,25,3,3,0,0,0,0,1,4,0,6,0,0,0,1,0,0,.120
Matt Mervis,670223,Total,CHC,9,26,25,3,2,1,0,0,0,3,0,0,8,0,0,0,0,0,0,.120
Ryan Vilade,668723,Total,DET,13,27,25,3,3,0,0,0,0,2,1,0,7,0,0,1,0,0,0,.120
Eguy Rosario,666703,Total,SDP,15,21,17,2,2,0,0,0,0,1,2,0,4,1,0,1,1,0,0,.118
Esteury Ruiz,665923,Total,OAK,13,29,26,3,2,0,1,0,0,0,0,0,10,1,0,2,1,0,0,.115
Henry Davis,680779,Total,PIT,34,93,80,9,7,1,0,1,0,4,9,0,37,0,2,1,1,0,0,.113
Rob Brantly,542963,Total,TBR,3,9,9,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.111
Blake Dunn,694362,Total,CIN,10,11,9,1,1,0,0,0,0,0,1,0,4,1,0,0,0,0,0,.111
Braden Shewmake,669699,Total,CWS,22,58,55,6,3,2,0,1,0,3,1,0,8,0,2,0,0,0,0,.109
Travis Blankenhorn,663905,Total,WSN,13,30,29,3,2,1,0,0,0,4,1,0,8,0,0,0,0,0,0,.103
Bryce Teodosio,669326,Total,LAA,3,10,10,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,.100
Austin Hedges,595978,Total,CLE,39,81,72,7,3,3,0,1,0,8,5,0,28,1,1,2,1,0,0,.097
Nacho Alvarez Jr.,805373,Total,ATL,7,23,22,2,2,0,0,0,0,0,0,0,5,1,0,0,1,0,0,.091
Luken Baker,663609,Total,STL,14,27,22,2,1,1,0,0,0,3,4,0,8,0,1,0,0,0,0,.091
Pedro León,694175,Total,HOU,6,11,11,1,1,0,0,0,0,0,0,0,5,0,0,0,1,0,0,.091
Niko Goodrum,592348,Total,LAA,11,25,23,2,2,0,0,0,0,0,1,0,9,0,0,1,0,0,0,.087
Aledmys Díaz,649557,Total,HOU,10,25,24,2,2,0,0,0,0,1,1,0,6,0,0,0,0,0,0,.083
Johnathan Rodríguez,671286,Total,CLE,8,15,12,1,1,0,0,0,0,3,3,0,8,0,0,0,0,0,0,.083
Brett Sullivan,664954,Total,SDP,6,13,12,1,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,.083
Jamie Westbrook,642197,Total,BOS,9,14,12,1,1,0,0,0,0,1,1,0,6,0,1,0,0,0,0,.083
Tristan Gray,656484,Total,OAK,12,27,25,2,1,1,0,0,0,0,2,0,15,0,0,0,0,0,0,.080
Coby Mayo,691723,Total,BAL,11,29,27,2,2,0,0,0,0,0,2,0,14,0,0,0,1,0,0,.074
Kameron Misner,670224,Total,TBR,7,14,14,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,.071
Luis De Los Santos,665782,Total,TOR,7,17,16,1,0,1,0,0,0,1,1,0,4,0,0,0,2,0,0,.063
Donovan Walton,622268,Total,SFG,8,19,16,1,1,0,0,0,0,1,2,0,5,1,0,0,1,0,0,.063
Jace Peterson,607054,Total,ARI,12,24,20,1,1,0,0,0,0,1,3,0,5,0,1,0,1,0,0,.050
Justin Foscue,679822,Total,TEX,10,26,25,1,0,1,0,0,0,0,1,0,12,0,0,0,0,0,0,.040
Eddy Alvarez,657193,Total,NYM,5,9,8,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,.000
Brian Anderson,605119,Total,ATL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000
David Bañuelos,675915,Total,BAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
Jair Camargo,665856,Total,MIN,2,4,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,.000
Vinny Capra,681962,Total,MIL,2,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000
Luis Castillo,622491,Total,SEA,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
Isaac Collins,686555,Total,MIL,4,7,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,.000
José Devers,672701,Total,MIA,1,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
Matt Duffy,622110,Total,TEX,2,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.000
Aramis Garcia,605244,Total,PHI,2,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,.000
Mickey Gasper,681508,Total,BOS,8,20,17,0,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0,.000
Tyler Gentry,694355,Total,KCR,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
Sam Haggerty,664059,Total,SEA,2,5,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000
Tyler Heineman,623168,Total,TOR,5,8,6,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,.000
Sam Huff,669087,Total,TEX,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
Cooper Hummel,669450,Total,HOU,2,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,.000
Daniel Johnson,669288,Total,BAL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000
Tony Kemp,643393,Total,BAL,5,10,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000
Grae Kessinger,666197,Total,HOU,11,19,16,0,0,0,0,0,0,0,2,0,4,1,0,0,1,0,0,.000
Grant Koch,667428,Total,PIT,3,6,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,.000
Brandon Lockridge,663604,Total,SDP,4,6,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000
Nick Maton,665155,Total,BAL,3,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000
Rafael Ortega,542364,Total,CWS,7,12,9,0,0,0,0,0,0,1,2,0,2,0,1,0,1,0,0,.000
Oswald Peraza,672724,Total,NYY,2,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
Chris Roller,676896,Total,MIL,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
Bubba Thompson,669352,Total,CIN,4,4,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,.000
Luis Vázquez,676679,Total,CHC,3,6,5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,.000
Joey Wiemer,686894,Total,MIL,6,10,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000
Eric Yang,687066,Total,CIN,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000
